Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
40,Female,Master's,Married,,642.0,28915.0,Personal,Employed,17,Fair,0.4826901174085073,275667.0,,South Justinside,DC,Barbados,2.0,1,Low
59,Male,PhD,Single,76332.0,720.0,43813.0,Home,Self-employed,3,Excellent,0.24911718572511818,180807.0,1.0,West Markhaven,NY,Palestinian Territory,1.0,2,Low
43,Non-binary,PhD,Divorced,70969.0,694.0,23008.0,Personal,Employed,14,Fair,0.189713052547521,71616.0,,North Sandra,ID,Pitcairn Islands,,1,Low
32,Non-binary,Bachelor's,Married,22985.0,,23270.0,Personal,Unemployed,12,Fair,0.5802305605445912,289770.0,,Cabrerashire,VA,British Virgin Islands,,1,Low
36,Non-binary,PhD,Widowed,119449.0,711.0,13482.0,Business,Unemployed,15,Fair,0.466426757446303,289477.0,0.0,West James,PW,Kuwait,0.0,1,Low
43,Non-binary,Bachelor's,Single,46547.0,654.0,,Business,Employed,10,Good,0.3562672613212272,213920.0,0.0,South Daniel,NC,Fiji,4.0,1,Low
42,Female,Master's,Married,55326.0,652.0,,Business,Self-employed,6,Good,0.23436274266269078,51087.0,4.0,West Phyllisport,OR,Iceland,,1,Low
29,Non-binary,Master's,Divorced,53488.0,,27292.0,Home,Unemployed,16,Fair,0.17235945547706025,41857.0,,Hansonview,SC,Brazil,4.0,1,Medium
52,Male,Bachelor's,Single,48564.0,626.0,14969.0,Auto,Employed,3,Good,0.2780433942709445,227102.0,0.0,Mcdonaldstad,OK,Sudan,0.0,2,Medium
66,Female,PhD,Married,66978.0,671.0,20590.0,Personal,Self-employed,4,Fair,0.1728288018149209,159592.0,4.0,South Lisatown,RI,Cook Islands,1.0,0,Low
40,Female,Master's,Single,,660.0,23557.0,Home,Unemployed,8,Good,0.544079882666685,29615.0,0.0,South Chadbury,MD,Bosnia and Herzegovina,3.0,2,Medium
47,Non-binary,High School,Single,49553.0,720.0,11103.0,Auto,Unemployed,9,Excellent,0.2922679586391247,214331.0,2.0,Hufffurt,MA,Uzbekistan,2.0,2,High
56,Female,High School,Widowed,50209.0,633.0,26556.0,Home,Self-employed,4,Poor,0.26782237290023525,299788.0,2.0,Joelside,WY,Holy See (Vatican City State),,1,Low
26,Non-binary,Bachelor's,Married,58051.0,742.0,20180.0,Personal,Unemployed,5,Good,0.22514240413498224,170046.0,2.0,Smithmouth,IL,Guernsey,3.0,1,Low
37,Male,Master's,Widowed,85206.0,617.0,18763.0,Home,Self-employed,2,Poor,0.14024408195725277,77080.0,3.0,Scottburgh,MH,Aruba,3.0,2,Low
45,Male,High School,Widowed,108148.0,681.0,,Home,Self-employed,6,Excellent,0.18349854644602595,,4.0,Amandaberg,IL,Bahamas,1.0,2,Low
53,Female,PhD,Single,68402.0,751.0,37811.0,Business,Employed,18,Good,0.5400840279607496,,4.0,North Shannonbury,MS,Benin,,0,Low
25,Female,Bachelor's,Married,33189.0,602.0,,Personal,Unemployed,15,Good,0.368743443983497,23003.0,3.0,Port Kimberlymouth,FM,South Africa,2.0,0,Low
29,Non-binary,PhD,Divorced,61003.0,675.0,38875.0,Auto,Unemployed,19,Good,0.41639054017625865,94609.0,3.0,Maldonadoborough,FM,Bhutan,1.0,0,Low
55,Non-binary,High School,Divorced,30431.0,,39597.0,Home,Self-employed,0,Good,0.40635241683481604,194446.0,4.0,New Mark,VA,Guinea-Bissau,4.0,0,Low
56,Non-binary,High School,Single,22882.0,708.0,19068.0,Home,Employed,8,Fair,0.405214607817841,124941.0,2.0,Annaborough,KY,Guam,1.0,1,Low
50,Female,PhD,Married,,753.0,36842.0,Auto,Employed,9,Excellent,0.5509003376277437,43954.0,3.0,East Kevin,KY,Hong Kong,3.0,2,Medium
56,Non-binary,Bachelor's,Single,45489.0,,12368.0,Auto,Unemployed,19,Poor,0.20821434793663615,95362.0,0.0,Johnathanport,HI,Montserrat,4.0,1,Low
21,Male,PhD,Single,27965.0,625.0,,Home,Self-employed,10,Excellent,0.4944602046719274,24933.0,4.0,Christineland,NY,Kyrgyz Republic,0.0,0,High
53,Female,Master's,Single,108940.0,768.0,47579.0,Auto,Employed,4,Good,0.34282108008416423,,,Port Emilyview,WY,Saint Vincent and the Grenadines,4.0,1,Low
46,Male,PhD,Single,69119.0,,35767.0,Personal,Employed,16,Poor,0.554764984468027,193540.0,1.0,Carolynstad,TN,Taiwan,,0,Medium
44,Male,High School,Divorced,49288.0,610.0,48269.0,Home,Self-employed,2,Poor,0.11713896196849424,,1.0,Jenniferton,AS,Myanmar,4.0,0,High
33,Female,Bachelor's,Married,,701.0,,Home,Self-employed,6,Excellent,0.46150047706606956,180864.0,3.0,Alexanderview,LA,Maldives,,0,Low
52,Male,PhD,Single,96593.0,656.0,46732.0,Home,Employed,3,Excellent,0.3409543385586501,83728.0,0.0,South Donaldburgh,NV,Yemen,2.0,0,Medium
34,Female,High School,Divorced,52602.0,637.0,,Auto,Employed,6,Fair,0.47875043231452696,231939.0,,Brownmouth,AS,China,1.0,1,Low
47,Male,PhD,Married,89180.0,676.0,25349.0,Auto,Unemployed,7,Excellent,0.4933168423411217,46714.0,,New Matthew,CT,British Indian Ocean Territory (Chagos Archipelago),1.0,2,Low
24,Non-binary,High School,Single,,,41045.0,Business,Employed,4,Poor,0.40621379681818204,,2.0,Mooreview,NJ,Puerto Rico,2.0,1,Medium
30,Non-binary,Bachelor's,Single,62732.0,773.0,34210.0,Auto,Unemployed,6,Fair,0.22836952462990104,257721.0,2.0,Craigburgh,AZ,Luxembourg,1.0,2,High
23,Non-binary,Master's,Widowed,118972.0,626.0,43404.0,Personal,Employed,5,Poor,0.3093800192066294,,2.0,Clarkshire,SD,Lao People's Democratic Republic,3.0,1,Medium
40,Female,High School,Divorced,75041.0,758.0,25495.0,Personal,Employed,9,Excellent,0.2957512101582863,,,Bennettbury,MA,Togo,1.0,1,Medium
28,Non-binary,High School,Widowed,46809.0,691.0,27645.0,Personal,Employed,4,Good,0.11041928577324964,,4.0,Port Lawrence,MT,Philippines,1.0,2,Medium
18,Non-binary,High School,Single,30528.0,622.0,5576.0,Business,Employed,17,Excellent,0.4660367963666392,30533.0,0.0,Russellfort,RI,Central African Republic,1.0,0,Low
67,Female,Master's,Married,23756.0,,15556.0,Home,Unemployed,13,Good,0.5571494490477193,201315.0,2.0,East Bonnieborough,OK,Djibouti,3.0,2,High
49,Female,Master's,Divorced,71341.0,794.0,49107.0,Business,Unemployed,12,Poor,0.1755691625697711,41105.0,1.0,North Brett,NE,Central African Republic,0.0,1,Low
49,Female,Master's,Divorced,27045.0,611.0,47970.0,Auto,Employed,3,Poor,0.17058857472064912,65751.0,2.0,North Kellyfort,PR,Iran,0.0,2,High
57,Female,High School,Widowed,,617.0,41064.0,Business,Employed,10,Fair,0.35817638399747764,247174.0,2.0,Pattystad,NY,Comoros,,1,High
68,Male,Bachelor's,Married,,690.0,21605.0,Auto,Unemployed,4,Poor,0.26604846336024346,39891.0,1.0,Hilltown,MI,Mauritius,,2,Low
54,Female,PhD,Married,21645.0,,6719.0,Home,Unemployed,9,Fair,0.4879539739262535,256497.0,1.0,Stephensonburgh,LA,Israel,3.0,2,Low
24,Female,Bachelor's,Divorced,71869.0,636.0,,Auto,Self-employed,14,Fair,0.45766911468698557,23877.0,,Stephanietown,CT,Madagascar,4.0,1,Low
29,Male,PhD,Widowed,95449.0,720.0,33414.0,Business,Unemployed,17,Excellent,0.4061112512205346,160191.0,2.0,Port Cathyfort,AL,Dominica,4.0,2,Medium
25,Non-binary,PhD,Divorced,68437.0,739.0,20542.0,Auto,Employed,3,Poor,0.2668410575398501,,3.0,North Valerieville,MT,Russian Federation,2.0,1,Medium
24,Male,Master's,Married,21949.0,642.0,36062.0,Home,Self-employed,17,Poor,0.23316692298906352,252969.0,4.0,South Kimberly,CT,Papua New Guinea,0.0,1,Low
61,Male,Master's,Single,56303.0,759.0,16433.0,Auto,Self-employed,11,Good,0.1355236790286746,290905.0,2.0,Lake Casey,LA,Uganda,,2,Low
68,Non-binary,PhD,Single,,631.0,43229.0,Business,Unemployed,15,Good,0.3810488052438834,160291.0,1.0,South Jason,OH,Australia,1.0,2,Medium
68,Male,High School,Divorced,,,10107.0,Home,Unemployed,6,Good,0.1978576256130087,,,New Cristianton,IN,Samoa,1.0,1,High
49,Male,High School,Widowed,106653.0,779.0,,Business,Self-employed,11,Poor,0.4489048356205668,121059.0,1.0,Jonesview,GU,Chad,2.0,2,High
33,Non-binary,Master's,Divorced,93916.0,678.0,37705.0,Personal,Unemployed,11,Poor,0.3847220585203386,118122.0,4.0,Taylorview,AZ,Tonga,,1,Medium
35,Non-binary,High School,Divorced,112303.0,759.0,30699.0,Auto,Employed,11,Fair,0.11932155590973972,141765.0,,Brendaview,MI,French Polynesia,4.0,2,Low
46,Non-binary,PhD,Married,48875.0,713.0,40866.0,Personal,Self-employed,4,Good,0.18227796939508858,289942.0,0.0,Martinezfort,PR,Tokelau,1.0,0,High
41,Non-binary,Master's,Single,94681.0,,36045.0,Personal,Employed,19,Fair,0.2451498807474706,91178.0,1.0,South Kellyside,IA,Montserrat,0.0,2,High
33,Male,High School,Married,25690.0,762.0,27047.0,Business,Unemployed,14,Good,0.42481970300503513,124512.0,,Jasonborough,NC,Colombia,2.0,2,Medium
25,Non-binary,Master's,Single,24992.0,775.0,36711.0,Home,Unemployed,3,Good,0.29416158557525396,264267.0,2.0,North Charlesland,FL,Bhutan,,0,Low
64,Male,Bachelor's,Divorced,114075.0,683.0,33459.0,Home,Self-employed,7,Excellent,0.22311860709355794,266721.0,2.0,Lake Brandonbury,OH,Belarus,3.0,1,Low
18,Non-binary,PhD,Divorced,,661.0,31886.0,Home,Self-employed,5,Excellent,0.2707258188600521,,4.0,South Megan,AS,Bosnia and Herzegovina,3.0,0,Low
66,Female,PhD,Widowed,23333.0,700.0,8691.0,Business,Self-employed,1,Poor,0.5819377265808815,224931.0,4.0,Wardville,IN,Montenegro,0.0,2,Low
54,Male,Master's,Divorced,27851.0,704.0,,Business,Employed,0,Fair,0.27025143600129653,187105.0,4.0,Jamesbury,PR,Niger,3.0,1,Low
51,Non-binary,Bachelor's,Widowed,101257.0,605.0,39027.0,Home,Employed,8,Good,0.10366406062740233,139602.0,,Lake Sarahborough,AS,Sudan,0.0,0,Low
48,Non-binary,High School,Widowed,90417.0,,47837.0,Business,Self-employed,3,Fair,0.16132655854916858,73449.0,,Port Dana,FL,Luxembourg,2.0,1,Medium
61,Non-binary,Master's,Single,75304.0,624.0,43429.0,Business,Unemployed,2,Good,0.3652297699097242,154750.0,0.0,Christinamouth,UT,Bangladesh,1.0,2,Low
27,Non-binary,High School,Single,119341.0,669.0,38606.0,Auto,Self-employed,8,Poor,0.5118232544676542,151850.0,,Sheliachester,AK,Mexico,1.0,0,Low
33,Male,High School,Married,115595.0,684.0,17549.0,Business,Self-employed,4,Fair,0.5086140165515938,,3.0,Smithside,PR,Malta,0.0,2,Medium
67,Non-binary,Master's,Widowed,58398.0,603.0,45069.0,Auto,Employed,14,Poor,0.10228458480964217,114564.0,0.0,New Victoria,NV,British Indian Ocean Territory (Chagos Archipelago),0.0,2,Low
41,Non-binary,High School,Widowed,,612.0,13723.0,Home,Employed,6,Poor,0.1584657076161259,113465.0,1.0,Valenzuelashire,CA,Bermuda,0.0,0,High
22,Male,High School,Widowed,26023.0,761.0,33300.0,Personal,Employed,14,Fair,0.5815724223041097,32265.0,3.0,Robertbury,IL,Svalbard & Jan Mayen Islands,,0,Low
50,Male,Master's,Divorced,110473.0,748.0,,Personal,Employed,5,Excellent,0.3527380984039644,49824.0,,North Jennifertown,NC,Cote d'Ivoire,,2,Medium
67,Male,High School,Widowed,107601.0,619.0,30586.0,Home,Self-employed,5,Excellent,0.262125695281895,,3.0,New Scottborough,MI,Sao Tome and Principe,1.0,1,Low
50,Male,Bachelor's,Divorced,58733.0,702.0,30150.0,Auto,Unemployed,18,Good,0.49157303770610117,265600.0,1.0,Lake Paige,LA,Guyana,0.0,0,Low
29,Male,High School,Single,47453.0,717.0,20360.0,Business,Unemployed,6,Good,0.2352249442835758,114799.0,2.0,Wesleyshire,NJ,Nicaragua,3.0,2,Low
33,Male,High School,Divorced,54018.0,723.0,20117.0,Business,Employed,17,Excellent,0.36932511418570446,153161.0,2.0,Ronnieburgh,AL,Greenland,1.0,0,Medium
30,Male,High School,Married,23879.0,773.0,39495.0,Business,Employed,15,Fair,0.30547603677682744,129753.0,,Port Mirandabury,HI,Brazil,,2,Medium
48,Male,Master's,Single,71235.0,,39941.0,Personal,Unemployed,1,Fair,0.2522902263710516,87778.0,2.0,New Brittany,CO,Estonia,3.0,1,Medium
25,Non-binary,PhD,Divorced,92082.0,673.0,11866.0,Personal,Unemployed,14,Good,0.34199851146794824,85031.0,1.0,North Megan,SC,Cape Verde,2.0,0,Medium
68,Male,Master's,Married,87170.0,787.0,36077.0,Auto,Unemployed,14,Excellent,0.3416037154529258,,2.0,West Carlosport,NY,Saint Pierre and Miquelon,,2,Low
22,Non-binary,PhD,Married,117284.0,727.0,13996.0,Business,Unemployed,1,Fair,0.22282607631530268,190901.0,,Lake Sarah,ID,Timor-Leste,3.0,1,Low
41,Female,Master's,Divorced,44044.0,653.0,40301.0,Personal,Employed,6,Good,0.512761001240056,168077.0,1.0,East Martinmouth,VI,French Guiana,3.0,0,Low
43,Male,Bachelor's,Married,97807.0,766.0,,Business,Self-employed,16,Poor,0.5787660941589917,,2.0,Huntfurt,PA,Saint Helena,3.0,1,Medium
65,Female,High School,Single,30162.0,771.0,20455.0,Business,Self-employed,13,Excellent,0.2906443536876119,227598.0,0.0,North Amanda,MH,British Virgin Islands,1.0,2,Medium
55,Male,PhD,Widowed,103583.0,666.0,30985.0,Personal,Unemployed,10,Poor,0.2918793104611712,238144.0,3.0,West Lauraville,PW,Qatar,,0,Low
29,Female,Master's,Widowed,,792.0,21850.0,Personal,Employed,10,Excellent,0.4695809090216312,266926.0,2.0,Hendersonside,MD,Andorra,1.0,1,Medium
49,Male,Bachelor's,Widowed,20982.0,779.0,47146.0,Home,Self-employed,15,Good,0.19332728279147451,39994.0,3.0,Lake Anthony,CT,Eritrea,2.0,2,Low
67,Male,Bachelor's,Widowed,116853.0,637.0,13649.0,Business,Employed,1,Good,0.22540157350278942,,,West Scottfurt,WV,Pakistan,3.0,0,Low
34,Male,PhD,Divorced,117812.0,699.0,12452.0,Auto,Employed,12,Excellent,0.2660355215937502,291552.0,3.0,New Brendan,AZ,Switzerland,,0,Low
47,Female,Master's,Divorced,111269.0,,41745.0,Personal,Self-employed,15,Excellent,0.16275240518231773,273628.0,2.0,Simpsonmouth,LA,Mali,2.0,0,Low
68,Male,Bachelor's,Divorced,49692.0,703.0,5298.0,Personal,Employed,12,Excellent,0.2104795218793887,153524.0,3.0,Davisfort,VI,Mauritius,1.0,0,Low
36,Female,Master's,Widowed,92168.0,689.0,48560.0,Business,Unemployed,2,Good,0.15376168956070743,,1.0,Burnsville,MI,Pakistan,2.0,0,High
23,Male,Bachelor's,Single,94490.0,,,Personal,Self-employed,13,Fair,0.1588449963790338,202139.0,1.0,Morganville,MI,Netherlands,,1,Low
18,Male,High School,Widowed,82345.0,768.0,41843.0,Personal,Employed,3,Poor,0.5331417013171057,186649.0,0.0,North James,MS,Bolivia,2.0,0,Low
69,Male,PhD,Widowed,47326.0,660.0,23582.0,Auto,Self-employed,14,Excellent,0.327195637379883,,1.0,North Sean,IL,Georgia,3.0,2,Low
38,Non-binary,High School,Married,,649.0,45073.0,Auto,Employed,3,Good,0.40257728018766503,46076.0,4.0,Wolfechester,MT,United Arab Emirates,3.0,0,Low
55,Female,Master's,Widowed,22221.0,763.0,35560.0,Home,Unemployed,4,Poor,0.5880671769825061,189128.0,,New Marilynburgh,NC,Egypt,,1,High
25,Non-binary,PhD,Widowed,118452.0,772.0,,Auto,Self-employed,16,Poor,0.1701647209944767,125652.0,,East Anthonymouth,MH,Bhutan,4.0,1,Low
21,Male,Master's,Single,85994.0,675.0,30664.0,Auto,Employed,1,Excellent,0.32720689409385095,,4.0,Port Cody,MP,Mexico,1.0,2,Low
37,Male,PhD,Widowed,54409.0,642.0,29513.0,Home,Employed,14,Fair,0.4236258111815313,243686.0,1.0,Petersonborough,MS,United States Minor Outlying Islands,3.0,0,Medium
35,Female,Master's,Married,113566.0,686.0,31362.0,Auto,Employed,10,Excellent,0.31838857509767005,183782.0,4.0,North Amy,SC,Saint Barthelemy,2.0,1,Low
52,Non-binary,Bachelor's,Married,64493.0,674.0,9677.0,Business,Unemployed,9,Fair,0.14366224752086984,90805.0,3.0,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4.0,1,Medium
37,Female,Master's,Married,70138.0,705.0,,Auto,Unemployed,16,Excellent,0.588254657093613,146292.0,4.0,Linland,PW,Japan,0.0,0,Low
68,Female,PhD,Divorced,,699.0,11335.0,Home,Employed,7,Excellent,0.1353537128097221,31448.0,2.0,Youngmouth,IL,Albania,3.0,0,Low
65,Non-binary,Bachelor's,Single,47924.0,679.0,22253.0,Auto,Self-employed,14,Poor,0.41768150949147886,85781.0,2.0,North Susanbury,ME,Iran,1.0,2,Medium
36,Male,PhD,Divorced,56189.0,759.0,,Personal,Employed,17,Good,0.2987973795533323,184673.0,4.0,Port Jenna,KY,Belgium,0.0,0,Medium
51,Non-binary,Master's,Married,114194.0,714.0,30189.0,Home,Self-employed,2,Poor,0.539648997435129,41544.0,,Lake Ethan,IA,Uzbekistan,2.0,2,Low
26,Male,Master's,Married,94491.0,,16498.0,Home,Employed,4,Good,0.34639368615781585,130315.0,,Guzmanbury,KY,Germany,3.0,1,Low
64,Female,PhD,Widowed,,744.0,34669.0,Auto,Unemployed,10,Poor,0.3845042581853436,104227.0,3.0,Wagnerfurt,NJ,Lithuania,2.0,0,Low
33,Non-binary,PhD,Divorced,48833.0,620.0,41792.0,Home,Employed,11,Fair,0.5357615364588539,198309.0,0.0,Lake Brandon,MN,British Virgin Islands,,2,High
54,Male,Bachelor's,Widowed,72136.0,792.0,30786.0,Personal,Employed,4,Fair,0.20260827369853276,242005.0,2.0,East Derrickhaven,VT,Mozambique,1.0,2,Medium
33,Female,PhD,Divorced,32129.0,647.0,34309.0,Business,Self-employed,11,Good,0.3466779241732032,228991.0,0.0,Laurieborough,NH,Cyprus,3.0,0,High
31,Non-binary,Master's,Divorced,78596.0,,46660.0,Business,Unemployed,15,Poor,0.17451713662971471,92731.0,2.0,Duaneburgh,WV,Gabon,0.0,0,Low
63,Female,Bachelor's,Married,111954.0,781.0,19425.0,Business,Self-employed,1,Good,0.27569298589134383,24920.0,,Stokeshaven,OK,Saint Martin,0.0,1,Low
32,Non-binary,PhD,Single,44125.0,730.0,,Business,Unemployed,5,Good,0.5103047736958769,146542.0,0.0,Shawmouth,IL,Cameroon,2.0,0,Low
35,Non-binary,Bachelor's,Divorced,66458.0,625.0,22681.0,Personal,Self-employed,5,Poor,0.4778866059180471,217260.0,4.0,East James,CA,Seychelles,2.0,0,Low
36,Non-binary,Master's,Divorced,106623.0,686.0,12496.0,Home,Unemployed,18,Good,0.2127633262063132,186297.0,1.0,New Kerri,ME,Burundi,0.0,2,Low
67,Female,Master's,Widowed,33795.0,768.0,10478.0,Auto,Employed,13,Poor,0.5631822568048012,,0.0,East Amandaport,OK,Serbia,2.0,1,Medium
37,Non-binary,High School,Single,81134.0,615.0,42395.0,Business,Unemployed,17,Good,0.4721247898636086,,1.0,South Stephen,MN,Russian Federation,,2,Low
30,Female,Bachelor's,Married,,701.0,,Personal,Employed,4,Poor,0.33142541980248086,44999.0,3.0,Port Isaacview,TN,Central African Republic,4.0,2,High
58,Female,PhD,Single,84202.0,730.0,15515.0,Auto,Employed,8,Good,0.14648531133485274,215248.0,3.0,Lake Davidton,MT,Egypt,4.0,0,Medium
39,Non-binary,High School,Divorced,21607.0,696.0,39459.0,Personal,Unemployed,11,Good,0.32602271996373144,57160.0,1.0,Katherineshire,CA,Kazakhstan,3.0,1,Low
37,Non-binary,Bachelor's,Single,118642.0,759.0,35487.0,Auto,Self-employed,1,Good,0.3877746131020088,108782.0,4.0,Port Ashleyberg,GU,Mozambique,1.0,1,Medium
66,Male,Master's,Widowed,86453.0,740.0,8796.0,Business,Self-employed,13,Poor,0.423597096567361,127263.0,2.0,New Crystal,MO,Svalbard & Jan Mayen Islands,3.0,1,Medium
44,Female,Bachelor's,Married,117904.0,744.0,32254.0,Auto,Unemployed,11,Fair,0.5674444766934558,55653.0,4.0,Heatherborough,MA,Lesotho,2.0,1,Low
20,Male,High School,Married,40662.0,717.0,19263.0,Home,Employed,7,Good,0.4499714574716367,187205.0,1.0,Pamelaton,AR,Fiji,3.0,0,Low
48,Female,PhD,Married,97513.0,672.0,33222.0,Auto,Unemployed,2,Fair,0.5706961747520802,179358.0,3.0,New Ryanside,AL,Bolivia,2.0,1,Low
20,Male,PhD,Widowed,,780.0,,Personal,Unemployed,17,Good,0.37825096840272365,270916.0,3.0,West Kristy,WY,Bosnia and Herzegovina,3.0,1,High
28,Male,Bachelor's,Single,68861.0,746.0,40989.0,Personal,Self-employed,2,Poor,0.269830240797989,145379.0,0.0,New Douglas,GA,Burkina Faso,2.0,1,Medium
42,Male,PhD,Married,,,,Business,Employed,19,Excellent,0.371528113935058,116236.0,0.0,New Olivia,DC,Macao,2.0,1,Low
52,Non-binary,Bachelor's,Widowed,72833.0,689.0,40472.0,Personal,Employed,11,Fair,0.13197730608046757,126492.0,,South Laura,WV,Uganda,4.0,0,Low
49,Non-binary,Bachelor's,Divorced,71750.0,744.0,6703.0,Home,Unemployed,15,Fair,0.27356371262308954,214801.0,1.0,East Jonathan,NV,Saint Kitts and Nevis,2.0,2,Medium
34,Non-binary,Bachelor's,Widowed,110272.0,,,Auto,Unemployed,3,Poor,0.536427947191165,226468.0,0.0,New Juan,GA,Montserrat,4.0,1,High
67,Non-binary,PhD,Widowed,82714.0,622.0,44017.0,Home,Employed,9,Fair,0.2650737606373509,,2.0,East Sarah,NE,Monaco,,1,Low
68,Male,Bachelor's,Widowed,25250.0,602.0,44047.0,Auto,Employed,9,Good,0.5563764040804674,57120.0,3.0,Ryanstad,MS,Tonga,4.0,0,Low
65,Female,Master's,Single,66696.0,,41020.0,Personal,Employed,5,Excellent,0.14553249259418158,221966.0,1.0,North Christinefort,SC,Jordan,,2,Medium
41,Female,Bachelor's,Widowed,72273.0,,6688.0,Home,Unemployed,4,Fair,0.515950319045303,103515.0,0.0,West Deborah,MT,Equatorial Guinea,0.0,2,Medium
20,Non-binary,Bachelor's,Divorced,48807.0,754.0,48105.0,Business,Employed,8,Fair,0.26203409709246916,267029.0,4.0,Davidland,NY,Chile,2.0,2,Low
50,Male,PhD,Married,21845.0,750.0,44009.0,Business,Self-employed,9,Excellent,0.10595568708758366,144384.0,4.0,West Nicoletown,AZ,Algeria,1.0,2,Low
32,Male,Master's,Married,26589.0,785.0,,Auto,Unemployed,6,Excellent,0.46657738449902997,,4.0,Lake Traci,NV,Ghana,,1,Low
42,Female,High School,Widowed,95088.0,635.0,10695.0,Personal,Self-employed,18,Poor,0.10818379175118473,,2.0,Prestonville,GA,South Georgia and the South Sandwich Islands,,0,Low
32,Male,Master's,Married,47341.0,612.0,39005.0,Home,Unemployed,15,Good,0.5549911591931099,264639.0,0.0,South Kenneth,IL,New Zealand,4.0,2,Low
23,Female,Bachelor's,Married,67024.0,687.0,24653.0,Personal,Unemployed,9,Excellent,0.16816321824968958,150077.0,,East Steven,ND,Bosnia and Herzegovina,0.0,2,Low
21,Male,PhD,Widowed,26861.0,767.0,28217.0,Personal,Unemployed,3,Poor,0.43623998573182976,38263.0,,Port Mariemouth,MN,Bhutan,4.0,2,Medium
69,Male,High School,Divorced,83056.0,741.0,38904.0,Business,Self-employed,6,Excellent,0.1356444360540582,245687.0,4.0,Port Michelleview,WV,Benin,,0,Medium
44,Non-binary,High School,Divorced,87438.0,648.0,,Business,Employed,3,Fair,0.30604410432052165,208606.0,1.0,New Beverlymouth,MA,Panama,,0,Low
47,Non-binary,Master's,Single,119233.0,615.0,,Auto,Self-employed,19,Excellent,0.2050171692554413,261781.0,2.0,Aguilarside,MS,Italy,3.0,2,Low
40,Male,Master's,Single,,628.0,37272.0,Auto,Unemployed,2,Poor,0.24312697528862823,108000.0,,Mitchellland,HI,French Southern Territories,4.0,2,Low
54,Male,PhD,Single,100799.0,682.0,18640.0,Auto,Unemployed,11,Poor,0.2506444118156165,284640.0,3.0,Lake Mary,VT,Hong Kong,,1,Low
23,Female,PhD,Divorced,118428.0,697.0,25508.0,Business,Employed,9,Poor,0.5086726954069548,181995.0,3.0,East Donald,OK,Eritrea,1.0,2,High
66,Female,PhD,Widowed,,,47277.0,Business,Self-employed,14,Excellent,0.2079753244758091,248687.0,4.0,Novaktown,MH,China,2.0,2,Low
65,Female,Master's,Married,95561.0,692.0,11261.0,Auto,Employed,3,Poor,0.28282688686804625,229180.0,1.0,South Catherinefurt,DC,Timor-Leste,0.0,1,Low
34,Non-binary,High School,Single,35115.0,736.0,,Home,Employed,17,Fair,0.3677484550244804,129867.0,4.0,Davenportshire,VA,Kiribati,4.0,0,Low
31,Male,PhD,Married,,624.0,34968.0,Auto,Self-employed,5,Good,0.5034274283683591,109356.0,3.0,Jenniferview,NY,Turkmenistan,0.0,2,Medium
56,Male,Master's,Married,64322.0,638.0,35206.0,Auto,Self-employed,9,Excellent,0.4115116547880149,271852.0,1.0,Sharonview,NY,Serbia,0.0,0,Low
41,Male,Bachelor's,Divorced,,,28409.0,Personal,Unemployed,19,Poor,0.1333333398228004,250542.0,,North Seanchester,HI,Macao,0.0,1,Low
41,Male,PhD,Widowed,73096.0,711.0,25710.0,Auto,Self-employed,5,Fair,0.3278892215142013,138680.0,2.0,Donnafurt,RI,Thailand,4.0,1,Medium
60,Non-binary,PhD,Widowed,82851.0,679.0,28306.0,Home,Self-employed,9,Fair,0.48127902829157176,188937.0,2.0,Hancockberg,RI,Netherlands,1.0,0,Low
35,Non-binary,PhD,Widowed,67878.0,637.0,17939.0,Home,Unemployed,6,Poor,0.49175130730676864,106746.0,0.0,Ramirezburgh,MI,Uruguay,,1,Low
46,Non-binary,Master's,Married,96607.0,753.0,41969.0,Personal,Self-employed,10,Good,0.26214380401633974,159083.0,3.0,Obrienfort,IN,Mali,4.0,2,Medium
25,Non-binary,High School,Widowed,91718.0,,38884.0,Business,Unemployed,9,Good,0.19599486432823174,275571.0,1.0,South Jeremyton,SC,Ecuador,1.0,1,Low
47,Female,High School,Widowed,102093.0,657.0,42301.0,Home,Self-employed,18,Good,0.4763110516458098,96498.0,0.0,Lake Amy,UT,Tonga,1.0,2,Low
29,Female,Master's,Divorced,,710.0,19563.0,Home,Employed,13,Poor,0.2781911974189234,,0.0,Lindamouth,RI,Korea,4.0,1,Low
58,Non-binary,Bachelor's,Divorced,42219.0,620.0,30416.0,Home,Unemployed,10,Good,0.42246196852155815,59049.0,,Carolyntown,KY,Indonesia,,2,Low
48,Female,PhD,Single,88319.0,,35033.0,Auto,Employed,15,Good,0.5412108435035244,26859.0,,South William,FM,Nauru,3.0,1,Low
34,Non-binary,Master's,Widowed,46049.0,751.0,43321.0,Home,Employed,5,Fair,0.5412315312739664,129120.0,2.0,New Joseph,WV,Japan,4.0,0,Medium
35,Male,PhD,Single,110727.0,755.0,44452.0,Business,Employed,4,Poor,0.1747529971502855,108342.0,2.0,North Andrewtown,IA,Philippines,4.0,0,Medium
