medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
2024-08-01,Gold Medal,1.0,WEINTRAUB Maia Mei,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,2002-10-24,1950659,FENWTEAMFOILUSA01,True
2024-08-01,Silver Medal,2.0,ERRIGO Arianna,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1988-06-06,1924276,FENWTEAMFOILITA01,True
2024-08-01,Silver Medal,2.0,FAVARETTO Martina,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,2001-11-15,1924277,FENWTEAMFOILITA01,True
2024-08-01,Silver Medal,2.0,VOLPI Alice,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1992-04-15,1924275,FENWTEAMFOILITA01,True
2024-08-01,Silver Medal,2.0,PALUMBO Francesca,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1994-02-10,1924279,FENWTEAMFOILITA01,True
2024-08-01,Bronze Medal,3.0,AZUMA Sera,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,1999-08-20,1896544,FENWTEAMFOILJPN01,True
2024-08-01,Bronze Medal,3.0,UENO Yuka,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,2001-11-28,1896545,FENWTEAMFOILJPN01,True
2024-08-01,Bronze Medal,3.0,MIYAWAKI Karin,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,1997-02-04,1896517,FENWTEAMFOILJPN01,True
2024-08-01,Bronze Medal,3.0,KIKUCHI Komaki,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,1997-02-22,1896535,FENWTEAMFOILJPN01,True
2024-08-01,Gold Medal,1.0,CORNEA Andrei Sebastian,Male,ROU,Romania,Romania,ROU,Romania,Romania,Romania,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1999-11-10,1551186,ROWMSCULL2--ROU01,True
2024-08-01,Gold Medal,1.0,ENACHE Marian Florian,Male,ROU,Romania,Romania,ROU,Romania,Romania,Romania,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1995-08-05,1551238,ROWMSCULL2--ROU01,True
2024-08-01,Silver Medal,2.0,TWELLAAR Melvin,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1996-12-23,1965589,ROWMSCULL2--NED01,True
2024-08-01,Silver Medal,2.0,BROENINK Stef,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1990-09-19,1965588,ROWMSCULL2--NED01,True
2024-08-01,Bronze Medal,3.0,LYNCH Daire,Male,IRL,Ireland,Ireland,IRL,Ireland,Ireland,Ireland,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1998-06-19,1544454,ROWMSCULL2--IRL01,True
2024-08-01,Bronze Medal,3.0,DOYLE Phili,Male,IRL,Ireland,Ireland,IRL,Ireland,Ireland,Ireland,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1992-09-17,1543317,ROWMSCULL2--IRL01,True
2024-08-01,Gold Medal,1.0,MEAD Nick,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1995-03-12,1944727,ROWMNOCOX4--USA01,True
2024-08-01,Gold Medal,1.0,BEST Justin,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1997-08-17,1944631,ROWMNOCOX4--USA01,True
2024-08-01,Gold Medal,1.0,GRADY Michael,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1996-10-22,1944681,ROWMNOCOX4--USA01,True
2024-08-01,Gold Medal,1.0,CORRIGAN Liam,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1997-09-11,1944652,ROWMNOCOX4--USA01,True
2024-08-01,Silver Medal,2.0,MACLEAN Ollie,Male,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1998-05-19,1927001,ROWMNOCOX4--NZL01,True
2024-08-01,Silver Medal,2.0,ULLRICH Logan,Male,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,2000-08-20,1927020,ROWMNOCOX4--NZL01,True
2024-08-01,Silver Medal,2.0,MURRAY Tom,Male,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1994-04-05,1927019,ROWMNOCOX4--NZL01,True
2024-08-01,Silver Medal,2.0,MACDONALD Matt,Male,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1999-03-15,1926991,ROWMNOCOX4--NZL01,True
2024-08-01,Bronze Medal,3.0,WILKES Oliver,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1995-07-14,1901100,ROWMNOCOX4--GBR01,True
2024-08-01,Bronze Medal,3.0,AMBLER David,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1997-12-04,1901026,ROWMNOCOX4--GBR01,True
2024-08-01,Bronze Medal,3.0,ALDRIDGE Matt,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1996-03-11,1901025,ROWMNOCOX4--GBR01,True
2024-08-01,Bronze Medal,3.0,DAVIDSON Freddie,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1998-05-26,1901050,ROWMNOCOX4--GBR01,True
2024-08-01,Gold Medal,1.0,FRANCIS Brooke,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1995-01-06,1927028,ROWWSCULL2--NZL01,True
2024-08-01,Gold Medal,1.0,SPOORS Lucy,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1990-12-24,1927024,ROWWSCULL2--NZL01,True
2024-08-01,Silver Medal,2.0,BODNAR Ancuta,Female,ROU,Romania,Romania,ROU,Romania,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1998-09-25,1550303,ROWWSCULL2--ROU01,True
2024-08-01,Silver Medal,2.0,RADIS Simona,Female,ROU,Romania,Romania,ROU,Romania,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1999-04-05,1550560,ROWWSCULL2--ROU01,True
2024-08-01,Bronze Medal,3.0,HODGKINS BYRNE Mathilda,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1994-10-01,1901075,ROWWSCULL2--GBR01,True
2024-08-01,Bronze Medal,3.0,WILDE Rebecca,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1997-12-31,1901099,ROWWSCULL2--GBR01,True
2024-08-01,Gold Medal,1.0,OLDENBURG Marloes,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1988-03-09,1965560,ROWWNOCOX4--NED01,True
2024-08-01,Gold Medal,1.0,DRENTH Hermijntje,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1994-07-19,1965567,ROWWNOCOX4--NED01,True
2024-08-01,Gold Medal,1.0,OFFEREINS Tinka,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-10-05,1965566,ROWWNOCOX4--NED01,True
2024-08-01,Gold Medal,1.0,BOONSTRA Benthe,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,2000-11-21,1965557,ROWWNOCOX4--NED01,True
2024-08-01,Silver Medal,2.0,GLOVER Helen,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1986-06-17,1901028,ROWWNOCOX4--GBR01,True
2024-08-01,Silver Medal,2.0,BOOTH Esme,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1998-12-23,1901037,ROWWNOCOX4--GBR01,True
2024-08-01,Silver Medal,2.0,REDGRAVE Sam,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1994-08-18,1901086,ROWWNOCOX4--GBR01,True
2024-08-01,Silver Medal,2.0,SHORTEN Rebecca,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-11-25,1901092,ROWWNOCOX4--GBR01,True
2024-08-01,Bronze Medal,3.0,GOWLER Jackie,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1996-06-07,1926998,ROWWNOCOX4--NZL01,True
2024-08-01,Bronze Medal,3.0,SPOORS Phoebe,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-08-11,1927007,ROWWNOCOX4--NZL01,True
2024-08-01,Bronze Medal,3.0,WADDY Davina,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1996-08-16,1927003,ROWWNOCOX4--NZL01,True
2024-08-01,Bronze Medal,3.0,WILLIAMS Kerri,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-12-18,1926999,ROWWNOCOX4--NZL01,True
2024-08-01,Gold Medal,1.0,PALLISTER Lani,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-06-06,1946201,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1.0,PERKINS Jamie,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2005-01-19,1946188,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1.0,THROSSELL Brianna,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1996-02-10,1946157,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1.0,JACK Shayna,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1998-11-06,1946227,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1.0,O'CALLAGHAN Mollie,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2004-04-02,1946218,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1.0,TITMUS Ariarne,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2000-09-07,1946150,SWMW4X200MFRAUS01,True
2024-08-01,Silver Medal,2.0,PEPLOWSKI Anna,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-09-25,1935967,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2.0,GEMMELL Erin,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2004-12-02,1935907,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2.0,MANUEL Simone,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1996-08-02,1935945,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2.0,SHACKELL Alex,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2006-11-13,1935979,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2.0,LEDECKY Katie,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1997-03-17,1935938,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2.0,MADDEN Paige,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1998-10-22,1935943,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2.0,WEINSTEIN Claire,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2007-03-01,1936000,SWMW4X200MFRUSA01,True
2024-08-01,Bronze Medal,3.0,TANG Muhan,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2003-09-04,1945224,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3.0,KONG Yaqi,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2008-01-24,1945222,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3.0,GE Chutong,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2003-09-23,1945171,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3.0,LIU Yaxin,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1999-06-16,1945223,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3.0,LI Bingjie,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-03-03,1945169,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3.0,YANG Junxuan,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-01-26,1945159,SWMW4X200MFRCHN01,True
2024-08-02,Gold Medal,1.0,LIM Sihyeon,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,2003-06-13,1902147,ARCXTEAM2---KOR01,True
2024-08-02,Gold Medal,1.0,KIM Woojin,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,1992-06-20,1902135,ARCXTEAM2---KOR01,True
2024-08-02,Silver Medal,2.0,KROPPEN Michelle,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,1996-04-19,1553258,ARCXTEAM2---GER01,True
2024-08-02,Silver Medal,2.0,UNRUH Florian,Male,GER,Germany,Germany,GER,Germany,Germany,Germany,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,1993-06-07,1553249,ARCXTEAM2---GER01,True
2024-08-02,Bronze Medal,3.0,KAUFHOLD Casey,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000200--,2004-03-06,1955601,ARCXTEAM2---USA01,True
2024-08-02,Bronze Medal,3.0,ELLISON Brady,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000200--,1988-10-27,1955595,ARCXTEAM2---USA01,True
2024-08-02,Gold Medal,1.0,ZHENG Si Wei,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,ZHENG Si Wei / HUANG Ya Qiong,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,1997-02-26,1913418,BDMXDOUBLES-CHN02,True
2024-08-02,Gold Medal,1.0,HUANG Ya Qiong,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,ZHENG Si Wei / HUANG Ya Qiong,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,1994-02-28,1913432,BDMXDOUBLES-CHN02,True
2024-08-02,Silver Medal,2.0,KIM Won Ho,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,KIM Won Ho / JEONG Na Eun,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,1999-06-02,1891507,BDMXDOUBLES-KOR02,True
2024-08-02,Silver Medal,2.0,JEONG Na Eun,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,KIM Won Ho / JEONG Na Eun,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,2000-06-27,1891502,BDMXDOUBLES-KOR02,True
2024-08-02,Bronze Medal,3.0,WATANABE Yuta,Male,JPN,Japan,Japan,JPN,Japan,Japan,WATANABE Yuta / HIGASHINO Arisa,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,1997-06-13,1541614,BDMXDOUBLES-JPN01,True
2024-08-02,Bronze Medal,3.0,HIGASHINO Arisa,Female,JPN,Japan,Japan,JPN,Japan,Japan,WATANABE Yuta / HIGASHINO Arisa,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,1996-08-01,1541619,BDMXDOUBLES-JPN01,True
2024-08-02,Gold Medal,1.0,LONG Daoyi,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2003-03-06,1901551,DIVM3MTEAM2-CHN01,True
2024-08-02,Gold Medal,1.0,WANG Zongyuan,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2001-10-24,1901549,DIVM3MTEAM2-CHN01,True
2024-08-02,Silver Medal,2.0,CELAYA HERNANDEZ Juan Manuel,Male,MEX,Mexico,Mexico,MEX,Mexico,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,1998-09-01,1536197,DIVM3MTEAM2-MEX01,True
2024-08-02,Silver Medal,2.0,OLVERA IBARRA Osmar,Male,MEX,Mexico,Mexico,MEX,Mexico,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2004-06-05,1535349,DIVM3MTEAM2-MEX01,True
2024-08-02,Bronze Medal,3.0,HARDING Anthony,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2000-06-30,1900840,DIVM3MTEAM2-GBR01,True
2024-08-02,Bronze Medal,3.0,LAUGHER Jack,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,1995-01-30,1900848,DIVM3MTEAM2-GBR01,True
2024-08-02,Gold Medal,1.0,BRASH Scott,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1985-11-23,1970891,EQUOJUMPTEAMGBR01,True
2024-08-02,Gold Medal,1.0,CHARLES Harry,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1999-07-15,1970896,EQUOJUMPTEAMGBR01,True
2024-08-02,Gold Medal,1.0,MAHER Ben,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1983-01-30,1979168,EQUOJUMPTEAMGBR01,True
2024-08-02,Gold Medal,1.0,STOCKDALE Joseph,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1999-10-18,1970925,EQUOJUMPTEAMGBR01,False
2024-08-02,Silver Medal,2.0,WARD McLain,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1975-10-17,1951875,EQUOJUMPTEAMUSA01,True
2024-08-02,Silver Medal,2.0,FARRINGTON Kent,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1980-12-28,1951819,EQUOJUMPTEAMUSA01,False
2024-08-02,Silver Medal,2.0,KRAUT Laura,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1965-11-14,1951840,EQUOJUMPTEAMUSA01,True
2024-08-02,Silver Medal,2.0,COOK Karl,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1990-12-25,1951802,EQUOJUMPTEAMUSA01,True
2024-08-02,Bronze Medal,3.0,STAUT Kevin,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1980-11-15,1899865,EQUOJUMPTEAMFRA01,False
2024-08-02,Bronze Medal,3.0,DELESTRE Simon,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1981-06-21,1899843,EQUOJUMPTEAMFRA01,True
2024-08-02,Bronze Medal,3.0,EPAILLARD Julien,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1977-07-24,1899845,EQUOJUMPTEAMFRA01,True
