date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,qualification_mark,start_order
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1962593,VINCENT Julia,Person,RSA,South Africa,13.0,283.50,POINTS,72.90,Q,23
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1925641,BERTOCCHI Elena,Person,ITA,Italy,14.0,282.30,POINTS,74.10,Q,20
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1907204,OETTINGHAUS Saskia,Person,GER,Germany,15.0,279.35,POINTS,77.05,Q,7
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1940400,KOLOI Alysha,Person,AUS,Australia,16.0,276.60,POINTS,79.80,Q,15
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1536196,ESTUDILLO TORRES Alejandra,Person,MEX,Mexico,17.0,276.45,POINTS,79.95,Q,9
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1541452,GARCIA NAVARRO Anisley,Person,CUB,Cuba,18.0,272.40,POINTS,84.00,Q,6
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1954159,BACON Sarah,Person,USA,United States,19.0,264.40,POINTS,92.00,R,22
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1907203,MULLER Jette,Person,GER,Germany,20.0,262.85,POINTS,93.55,R,17
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1891683,MIKAMI Sayaka,Person,JPN,Japan,21.0,258.35,POINTS,98.05,,11
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1959139,ERLAM Margo,Person,CAN,Canada,22.0,258.30,POINTS,98.10,,24
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1878416,TUXEN Helle,Person,NOR,Norway,23.0,257.10,POINTS,99.30,,16
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1889127,AMER Maha,Person,EGY,Egypt,24.0,250.20,POINTS,106.20,,19
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1541453,RUIZ Prisis,Person,CUB,Cuba,25.0,239.85,POINTS,116.55,,12
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1913536,ROUSSEL Lizzie,Person,NZL,New Zealand,26.0,233.70,POINTS,122.70,,26
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1897467,KESAR Viktoriya,Person,UKR,Ukraine,27.0,217.75,POINTS,138.65,,18
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1954180,GIBSON Alison,Person,USA,United States,28.0,198.30,POINTS,158.10,,14
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1901538,CHEN Yiwen,Person,CHN,China,1.0,360.85,POINTS,,Q,18
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1940414,KEENEY Maddison,Person,AUS,Australia,2.0,334.70,POINTS,26.15,Q,17
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1925642,PELLACANI Chiara,Person,ITA,Italy,3.0,324.75,POINTS,36.10,Q,11
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1901539,CHANG Yani,Person,CHN,China,4.0,320.15,POINTS,40.70,Q,15
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1536196,ESTUDILLO TORRES Alejandra,Person,MEX,Mexico,5.0,317.05,POINTS,43.80,Q,2
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1962593,VINCENT Julia,Person,RSA,South Africa,6.0,297.30,POINTS,63.55,Q,6
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1900852,REID Grace,Person,GBR,Great Britain,7.0,290.05,POINTS,70.80,Q,14
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1554801,SABRI Nur Dhabitah,Person,MAS,Malaysia,8.0,286.95,POINTS,73.90,Q,7
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1907204,OETTINGHAUS Saskia,Person,GER,Germany,9.0,286.75,POINTS,74.10,Q,4
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1954792,ANTOLINO Valeria,Person,ESP,Spain,10.0,284.25,POINTS,76.60,Q,12
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1572527,NILSSON GARIP Emilia,Person,SWE,Sweden,11.0,279.60,POINTS,81.25,Q,9
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1900841,HARPER Yasmin,Person,GBR,Great Britain,12.0,278.90,POINTS,81.95,Q,10
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1901644,KIM Suji,Person,KOR,Korea,13.0,272.75,POINTS,88.10,R,8
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1940400,KOLOI Alysha,Person,AUS,Australia,14.0,270.60,POINTS,90.25,R,3
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1541452,GARCIA NAVARRO Anisley,Person,CUB,Cuba,15.0,264.90,POINTS,95.95,,1
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1536198,VAZQUEZ MONTANO Aranza,Person,MEX,Mexico,16.0,248.20,POINTS,112.65,,16
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1925641,BERTOCCHI Elena,Person,ITA,Italy,17.0,245.10,POINTS,115.75,,5
2024-08-08T11:40:53+02:00,DIVW3M----------------SFNL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1891679,ENOMOTO Haruka,Person,JPN,Japan,18.0,244.20,POINTS,116.65,,13
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1901538,CHEN Yiwen,Person,CHN,China,1.0,376.00,POINTS,,,12
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1940414,KEENEY Maddison,Person,AUS,Australia,2.0,343.10,POINTS,32.90,,11
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1901539,CHANG Yani,Person,CHN,China,3.0,318.75,POINTS,57.25,,9
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1925642,PELLACANI Chiara,Person,ITA,Italy,4.0,309.60,POINTS,66.40,,10
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1900841,HARPER Yasmin,Person,GBR,Great Britain,5.0,305.10,POINTS,70.90,,1
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1536196,ESTUDILLO TORRES Alejandra,Person,MEX,Mexico,6.0,301.95,POINTS,74.05,,8
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1907204,OETTINGHAUS Saskia,Person,GER,Germany,7.0,297.35,POINTS,78.65,,4
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1954792,ANTOLINO Valeria,Person,ESP,Spain,8.0,292.95,POINTS,83.05,,3
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1572527,NILSSON GARIP Emilia,Person,SWE,Sweden,9.0,279.40,POINTS,96.60,,2
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1900852,REID Grace,Person,GBR,Great Britain,10.0,275.85,POINTS,100.15,,6
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1962593,VINCENT Julia,Person,RSA,South Africa,11.0,271.25,POINTS,104.75,,7
2024-08-09T16:10:07+02:00,DIVW3M----------------FNL-000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,1554801,SABRI Nur Dhabitah,Person,MAS,Malaysia,12.0,244.80,POINTS,131.20,,5
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2CHN01,People's Republic of China,Team,CHN,China,1.0,359.10,POINTS,,,3
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2PRK01,Democratic People's Republic of Korea,Team,PRK,DPR Korea,2.0,315.90,POINTS,43.20,,5
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2GBR01,Great Britain,Team,GBR,Great Britain,3.0,304.38,POINTS,54.72,,1
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2CAN01,Canada,Team,CAN,Canada,4.0,299.22,POINTS,59.88,,6
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2MEX01,Mexico,Team,MEX,Mexico,5.0,297.66,POINTS,61.44,,2
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2USA01,United States of America,Team,USA,United States,6.0,287.52,POINTS,71.58,,7
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2UKR01,Ukraine,Team,UKR,Ukraine,7.0,285.00,POINTS,74.10,,8
2024-07-31T11:54:19+02:00,DIVW10MTEAM2----------FNL-000100--,DIVW10MTEAM2,Women's Synchronised 10m Platform,Women's Synchronised 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,DIVW10MTEAM2FRA01,France,Team,FRA,France,8.0,234.84,POINTS,124.26,,4
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-CHN01,People's Republic of China,Team,CHN,China,1.0,337.68,POINTS,,,1
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-USA01,United States of America,Team,USA,United States,2.0,314.64,POINTS,23.04,,2
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-GBR01,Great Britain,Team,GBR,Great Britain,3.0,302.28,POINTS,35.40,,3
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-ITA01,Italy,Team,ITA,Italy,4.0,293.52,POINTS,44.16,,7
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-AUS01,Australia,Team,AUS,Australia,5.0,292.20,POINTS,45.48,,6
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-GER01,Germany,Team,GER,Germany,6.0,288.69,POINTS,48.99,,4
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-UKR01,Ukraine,Team,UKR,Ukraine,7.0,251.37,POINTS,86.31,,8
2024-07-27T11:54:40+02:00,DIVW3MTEAM2-----------FNL-000100--,DIVW3MTEAM2,Women's Synchronised 3m Springboard,Women's Synchronised 3m Springboard Final,Final,W,Diving,DIV,Aquatics Centre,DIVW3MTEAM2-FRA01,France,Team,FRA,France,8.0,240.03,POINTS,97.65,,5
