code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1942248,True,MOSQUERA Cristhian,MOSQUERA C,Cristhian MOSQUERA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,190.0,0.0,['Football'],['Men'],2004-06-27,ALICANTE,Spain,PATERNA,Spain,,,Athlete,,,Spanish,Club: Jose Bordalas,,,,,,,
1942256,True,OMORODION Samu,OMORODION S,Samu OMORODION,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,193.0,0.0,['Football'],['Men'],2004-05-05,MELILLA,Spain,,Spain,,,Athlete,,"Mother, Edith Omorodion. One sister","English, Spanish",National: Santi Denia (ESP),,,,,,,
1942257,True,OROZ Aimar,OROZ A,Aimar OROZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180.0,0.0,['Football'],['Men'],2001-11-27,,,,,,,Athlete,,,Spanish,Club: Vicente Moreno (ESP).<br>National: Santi Denia (ESP),,,,,,,
1942259,True,PACHECO Jon,PACHECO J,Jon PACHECO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,186.0,0.0,['Football'],['Men'],2001-01-08,ELIZONDO,Spain,,Spain,,,Athlete,,,Spanish,National: Santi Denia (ESP),,,,,,,
1942269,True,PUBILL Marc,PUBILL M,Marc PUBILL,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,191.0,0.0,['Football'],['Men'],2003-06-20,TERRASSA,Spain,,Spain,,,Athlete,,,Spanish,Club: Rubi (ESP).<br>National: Santi Denia (ESP),,,,,,,
1942280,True,RUIZ Abel,RUIZ A,Abel RUIZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180.0,0.0,['Football'],['Men'],2000-01-28,ALMUSSAFES,Spain,,Spain,,,Athlete,,,Spanish,National: Santi Denia (ESP),,,,,,,
1942289,True,SANCHEZ Juanlu,SANCHEZ J,Juanlu SANCHEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,183.0,0.0,['Football'],['Men'],2003-08-15,,,,,,,Athlete,,,Spanish,,,,,,,,
1942296,True,TENAS Arnau,TENAS A,Arnau TENAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,181.0,0.0,['Football'],['Men'],2001-05-30,VIC,Spain,,France,,Playing video games,Athlete,,"Father, Joan. Brother, Marc Tenas (born 2001)","French, Spanish",National: Santi Denia (ESP),,"Marc-André ter Stegen (GER), German international goalkeeper, 2015 UEFA Champions League winner and five-time La Liga winner with Barcelona, 2022-23 La Liga Player of the Season",,"""In every game I try to communicate, order and lead the team. This makes me maintain the concentration and thus, when required, I can help the team by making saves. Communicate every few minutes in order to remain focused."" (barcauniversal.com, 15 Dec 2019)","Father, Joan (football), played professionally as goalkeeper for Espanyol Barcelona.</p><p>Grandfather, Jaume (football), deceased, played professionally as goalkeeper for Sant Andreu and La Gramenet in the Second Division.</p><p>Brother, Marc (football), played as a striker for Atletico Madrid's academy and B-team. Later joined Deportivo Alaves including appearances in La Liga",,
1942301,True,TURRIENTES Benat,TURRIENTES B,Benat TURRIENTES,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180.0,0.0,['Football'],['Men'],2002-01-31,BEASAIN,Spain,,Spain,,,Athlete,,,Spanish,Club: Imanol Alguacil (ESP).<br>National: Santi Denia (ESP),,"Footballer Xavi (ESP), 2000 Olympic silver medallist, 2010 World Cup champion, two-time European champion (2008, 2012)",,,,,
1942322,True,BEN HNIA Karem,BEN HNIA K,Karem BEN HNIA,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,0.0,0.0,['Weightlifting'],"[""Men's 73kg""]",1994-11-13,MONASTIR,Tunisia,TUNIS,Tunisia,,"Using social media, playing video games","Athlete, coach","Studied Physical Education at the Higher Institute of Sport and Physical Education of Ksar Said (Manouba, TUN)",,"Arabic, Bulgarian, English, French",National: Victor Ashley Anatolievich (BLR),,"Weightlifter Liao Hui (CHN), 2008 Olympic lightweight champion, three-time world champion (2009, 2013, 2014)",,"""Never give up."" (Facebook)",,,
1942359,True,LOUDA Jan,LOUDA J,Jan LOUDA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,186.0,0.0,['Badminton'],"[""Men's Singles""]",1999-04-25,PLZEN,Czechia,PLZEN,Czechia,,"Playing other sports, gaming, cooking",,,,,National: Oscar Martinez (ESP),,"Footballer Petr Cech (CZE), goalkeeper who is Czech Republic's all-time most capped player (124). Four-time Premier League golden glove winner with Chelsea (2005, 2010, 2014) and Arsenal (2016), Champions League winner (2012), Europa League winner (2013), four-time Premier League winner with Chelsea. Inducted into the Premier League Hall of Fame (2023)",,,,,
1942362,True,MENDREK Adam,MENDREK A,Adam MENDREK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,172.0,0.0,['Badminton'],"[""Men's Doubles""]",1995-11-14,CESKY TESIN,Czechia,BRNO,Czechia,Mendy,"Travelling, wellness, walking",Athlete,,,"Czech, English, Polish",National: Oscar Martinez (ESP),,"Ice hockey player David Pastrnak (CZE), IIHF World Championship bronze medallist (2022), prolific scorer for Boston Bruins in the National Hockey League (NHL), winner of the Maurice 'Rocket' Richard Trophy as NHL leading  scorer (2021/22 season)","His parents. ""They always led me to believe in myself."" (Athlete, 24 May 2024)","""Never back down."" (Athlete, 24 May 2024)","His father, Tomasz Mendrek (badminton), competed at the 1992 Olympic Games in Barcelona",Listening to music,
1942364,True,KRAL Ondrej,KRAL O,Ondrej KRAL,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,183.0,0.0,['Badminton'],"[""Men's Doubles""]",1999-04-15,MOST,Czechia,MOST,Czechia,Ondra,"PC games, music, watching television series",Athlete,"Graduated in 2022 with a Bachelor's degree in Physiotherapy from the University of West Bohemia (Pilsen, CZE)",,"Czech, English",Oscar Martinez (ESP),His father was a coach at the local club. He chose badminton over table tennis,"Footballer Lionel Messi (ARG), FIFA World Cup winner (2022), Copa America winner (2021), eight time Ballon d'Or winner. Lifted every major club prize in the game with Barcelona and won gold at the 2008 Olympic Games in Beijing",,,"Brother, Jiri (badminton), they teamed up in doubles at the 2024 BWF Thomas and Uber Cup",,
1942366,True,SVABIKOVA Tereza,SVABIKOVA T,Tereza SVABIKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,170.0,0.0,['Badminton'],"[""Women's Singles""]",2000-05-14,OSTRAVA,Czechia,KLIMKOVICE,Czechia,"Teri, Terka","Hand crafts such as making bracelets and necklaces, spending time with friends, coaching badminton",Athlete,,,"Czech, English","National: Oscar Martinez (ESP).<br>Personal: Jørgen Sovndal, Luděk Židek",She played football but wanted to try other sports,"Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012)","Her parents. ""They have shown me a path to follow and never turned their back on me. They were always there to support me."" (Athlete, 27 May 2024)","""What doesn't kill you, makes you stronger."" (Athlete, 27 May 2024)",Her brothers Jan and Marek played football to a good amateur level. Younger brother Marek played for the Czech junior futsal team,"""I believe in karma. So good behaviour will always be rewarded, and on the other hand the bad one will be punished."" (Athlete, 27 May 2024)",
1942534,True,LACIS Francis,LACIS F,Francis LACIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,200.0,0.0,['3x3 Basketball'],['Men'],1999-02-22,,,RIGA,Latvia,,,Athlete,"Received a Bachelor's degree in Cinema, TV and Digital Media from Oral Roberts University (Tulsa, OK, USA) in 2022","Father, Karlis (composer). Mother, Vineta Villistere-Lace","English, Latvian",,He started playing basketball after seeing an NBA game with Andris Biedrins (LAT) on TV,"Basketball player Andris Biedrins (LAT), played 10 seasons in the National Basketball Association (NBA) with the Golden State Warriors (2004-2013) and Utah Jazz (2014)",,“Do all things without complaining.” (Instagram),,,Basketball: Played collegiately at Oral Roberts University and professionally for Yoast United in the BNXT League and Rigas Zelli in the Estonian-Latvian Basketball League
1942535,True,LASMANIS Karlis,LASMANIS K,Karlis LASMANIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,200.0,0.0,['3x3 Basketball'],['Men'],1994-04-08,VENTSPILS,Latvia,LIEPAJA,Latvia,"Batman, because he is part of a 'dynamic duo' with his Latvia teammate Nauris Miezis, who is nicknamed Robin",Fishing,Athlete,,"Father, Ugis. Mother, Daci. Sister, Ruta Kate","English, Latvian, Russian",National: Raimonds Feldmanis (LAT),"""It wasn't hard for me to choose 3x3 because I feel way better here than in 5-on-5 basketball."" (myInfo)",,His father,"""Per aspera ad astra."" (""Through hardships to the stars."") (myInfo)","Father, Ugis Lasmanis (rowing, basketball, athletics), won a silver medal in double sculls for the USSR at the 1991 World Championships and is a two-time Olympian (for LAT), finishing in ninth place in single sculls at Barcelona 1992 and again in double sculls four years later. He also played professional basketball domestically, including for BK Ventspils, the 1998 league runners up. Ugis went on to compete in masters-level athletics, winning a world high jump title in 2015 with a leap of 1.92m. </p><p>Sister, Ruta Kate Lasmane (athletics), five-time national champion in long and triple jump. She placed third in the triple jump at the European U20 championships in 2019 and the European U23 championships in 2021. At the 2023 World Championships, she finished 19th in the event",,"Basketball: Has played 5-on-5 professionally for a number of Latvian clubs, including BK Saldus, BK Liepajas Lauvas and BK Jurmala. In the 2015/16 season he had a stint at SC Rasta Vechta in the German ProA league"
1942536,True,MIEZIS Nauris,MIEZIS N,Nauris MIEZIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,190.0,0.0,['3x3 Basketball'],['Men'],1991-03-31,KEKAVA,Latvia,,,"Robin, because he is part of a dynamic duo with his Latvia teammate Karlis Lasmanis, who is nicknamed Batman","Fishing, his cat Mario",Athlete,,"Wife, Marita Mieze (married September 2020). Mother, Lasmas Mieze. Younger sister, Yvonne","English, Latvian, Latvian Sign Language",National: Raimonds Feldmanis (LAT),"His friend encouraged him to come to practice. ""It went well, as if I had already learned everything. The coach noticed this and very soon made me train with guys two years older."" (jauns.lv, 20 Sep 2020)",,,,"Grandmother, Velta Mickuse (volleyball, speed skating), competed in volleyball at the World Games for the Deaf (now the Deaflympics) in 1993. </p><p>Father, Rolandas Miezis (volleyball, athletics), represented Latvia in deaf competitions. </p><p>Mother, Lasmas Miezie (basketball), also represented Latvia internationally on its deaf basketball team. </p><p>Wife, Marita Mieze (basketball), has played professionally in the Latvian Women's Basketball League",,"Basketball: Has played 5-on-5 at a professional level, including for Latvian clubs Barons Kvartals Riga and BK Saldus"
1942539,True,RAIMO Zigmars,RAIMO Z,Zigmars RAIMO,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,200.0,0.0,['3x3 Basketball'],['Men'],1997-11-14,MADONA,Latvia,,,,,Athlete,"Received a Bachelor's degree in Finance from the University of Hawai'i at Manoa (Honolulu, USA) in 2020","Wife, Taylor (married July 2022). Father, Edmunds. Mother, Iveta. One older sister","English, Latvian",National: Raimonds Feldmanis (LAT),,,,,"Great-uncle, Visvaldis Eglitis (basketball), won a European championship with the Soviet Union in 1965 and two bronze medals playing for Latvia in the USSR championships (1960, 1963). Five-time Latvian national champion with Riga VEF and Riga ASK",,"Basketball: Played collegiate 5-on-5 for the University of Hawai'i and now plays professionally for Tigas Zelli in the Latvian Estonian Basketball League. Represented Latvia at the youth international level, playing at Eurobasket from 2013 to 2016"
1942541,True,RYBANSKA Natasa,RYBANSKA N,Natasa RYBANSKA,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,190.0,0.0,['Water Polo'],['Women'],2000-04-10,PIEST'ANY,Slovakia,,,,"Yoga, running",Athlete,,,"English, Hungarian, Slovak",National: Attila Mihok (HUN),Played basketball until age 10 but switched to water polo because she wanted to play a sport in the water,,Former coaches Ladislav Vidumansky and Tamas Farago,,,,
1942568,True,GLAZUNOW Wiktor,GLAZUNOW W,Wiktor GLAZUNOW,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1993-10-24,,,GORZOW WIELKOPOLSKI,Poland,,"Enjoys cycling, walking, listening to music and reading biographies of athletes","Athlete, student",Studies at the University of Physical Education in Gorzow Wielkopolski (POL),"Wife, Klaudia",Polish,Personal: Marek Zachara (as of 2021),,,,"""You don't have to be great to start, but you have to start to be great."" (Zig Ziglar) (facebook.com)",,,
1942571,True,BOROWSKA Dorota,BOROWSKA D,Dorota BOROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1996-02-22,NOWY DWOR MAZOWIECKI,Poland,NOWY DWOR MAZOWIECKI,Poland,,"Reading, learning about modern history",Athlete,,,"English, Polish",National: Mariusz Szalkowski (POL),Was encouraged to try the sport by the mother-in-law of coach Mariusz Szalkowski,,Coach Mariusz Szalkowski,,,,
1942572,True,STEPUN Jakub,STEPUN J,Jakub STEPUN,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",2001-08-30,TRZCIANKA,Poland,,,,,Athlete,,,Polish,National: Ryszard Hoppe (POL),,,,,,,
1942575,True,KAKOL Adrianna,KAKOL A,Adrianna KAKOL,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2001-09-09,CHOLERZYN,Poland,KRAKOW,Poland,,,Athlete,,"Father, Pawel. Mother, Anna",Polish,National: Tomasz Kryk (POL).</p><p>Personal: Boguslaw Biros (POL),"Was a successful junior alpine skier but would practise kayaking in summer due to her mother's connection to the sport. When she was 15, she found she was having more success on the water than the ski slopes and decided to concentrate on paddling",,,,"Mother, Anna (canoe sprint), medallist at the Polish national championships",,
1942576,True,PUTTO Dominika,PUTTO D,Dominika PUTTO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1995-12-29,MRAGOWO,Poland,BYDGOSZCZ,Poland,,,Athlete,,"Husband, Dawid",Polish,National: Tomasz Kryk (POL).</p><p>Personal: Maciej Juhnke (POL),,,,,"Husband, Dawid (canoe sprint), won a gold medal at the 2013 Canoe Sprint World Championships in Duisburg, Germany",,
1942577,True,WISNIEWSKA Helena,WISNIEWSKA H,Helena WISNIEWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",1999-04-18,ILAWA,Poland,BYDGOSZCZ,Poland,Helenka,"Enjoys criminology, playing the flute and reading","Athlete, army",,"Partner, Jakub Stepun","English, Polish",Personal: Maciej Juhnke (POL).<br>National: Tomasz Kryk (POL),"Was an active child, first playing football before her friend encouraged her to try paddling. She was not particularly keen at first as she did not want to get wet","Canoe sprint paddler Beata Mikolajczyk-Rosolska (POL), three-time Olympic K2 500m medallist (2008 silver, 2012 and 2016 bronze), six-time world championship medallist",,,"Partner, Jakub Stepun (canoe sprint), member of the Polish team that finished fifth in the K4 500m at the 2019 Junior and U23 European Championships",,
1942579,True,NAJA Karolina,NAJA K,Karolina NAJA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1990-02-05,TYCHY,Poland,,Poland,Is a member of the 'Powerpuff Girls' along with teammate Anna Pulawska,,"Athlete, soldier","Studied at Academy of Physical Education (Gorzow Wielkopolski, POL)","Partner, Lukasz Woszczynski. Son, Mieco (2017)",Polish,National: Tomasz Kryk (POL),"Got involved in the sport with her friends. ""Canoeing is a unique sport. At first it was fun and an adventure. Later it became a way of life."" (myInfo)",,,"""Step by step."" (pzkaj.pl, 23 Nov 2015)",,,
1942580,True,PULAWSKA Anna,PULAWSKA A,Anna PULAWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1996-02-07,MRAGOWO,Poland,POZNAN,Poland,br>Is one member of the 'Powerpuff Girls' along with teammate Karolina Naja,"Music, playing violin","Athlete, military","Sport Studies at Academy of Physical Education (Gorzow Wielkopolski, POL)","Twin sister, Malgorzata (Gosia)","English, Polish",Personal: Marek Zachara (POL).<br>National: Tomasz Kryk (POL),"Started training with her twin sister. ""First we attended music school because my sister and I loved singing. However, our teacher said that we were super-active kids and she suggested to our mum to enrol us in some sport classes. From the window at our home we could see a lake and canoeists so we chose canoeing. We liked it immediately."" (myInfo)",,,,"Twin sister, Malgorzata, known as Gosia (canoe sprint), has represented Poland at youth and senior level",,
1942589,True,SZCZERBINSKA Sylwia,SZCZERBINSKA S,Sylwia SZCZERBINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",1997-10-11,BIALYSTOK,Poland,BIALYSTOK,Poland,,,Athlete,,"Partner, Aleksander Kitewski",Polish,Personal: Michal Mroz (POL),Was encouraged onto the water by her friends who liked to train in kayaks. The weather was warm and the sport looked enticing so she tried it,,,,,,
1942591,True,KORSAK Przemyslaw,KORSAK P,Przemyslaw KORSAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",1999-04-08,GORZOW WIELKOPOLSKI,Poland,,,,,Athlete,,,Polish,National: Ryszard Hoppe (POL),,,,,,,
1942597,True,KLATT Martyna,KLATT M,Martyna KLATT,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-02-04,POZNAN,Poland,POZNAN,Poland,,"Dog lover, crime series, reading books about personal development",Athlete,,,Polish,National: Tomasz Kryk (POL).</p><p>Personal: Maciej Wyszkowski (POL),,,,,,,
1942691,True,CINK Ondrej,CINK O,Ondrej CINK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1990-12-07,ROKYCANY,Czechia,PRAGUE,Czechia,Cinky,"Spending time with family, making coffee",Athlete,,"Wife, Pavlina Cinkova (married September 2020). Daughter, Nela (born July 2022)","Czech, English",National: Viktor Zapletal.<br>Personal: Karel Martinek,,"Ice hockey player Jaromir Jagr (CZE), two-time Olympic medallist (1998 gold, 2006 bronze), four-time world championship medallist, two-time Stanley Cup champion with Pittsburgh Penguins (1991, 1992).</p><p>Mountain biker Jaroslav Kulhavy (CZE), two-time Olympic medallist (2012 gold, 2016 silver), four-time world championship medallist (one gold, three silver)",,"""If you can dream it you can achieve it."" (mondraker.com)",,,Road cycling: Part of the Bahrain Merida Pro Cycling Team during the 2017 World Tour season
1942694,True,HOLUBOVA Adela,HOLUBOVA A,Adela HOLUBOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Cycling Mountain Bike'],"[""Women's Cross-country""]",2002-08-27,PILSEN,Czechia,TOUSKOV,Czechia,,"Relaxing, spending time with friends and family","Athlete, student","Studies Physical Education and Coaching at Masaryk University, Brno (CZE)",,Czech,National: Viktor Zapletal.<br>Personal: Filip Strunec,Began taking cycling lessons at a local cycling club and found the sport suited her introverted personality,"She does not have a particular hero. ""I take inspiration from everyone."" (damynakole.cz, 6 Sep 2022)",,,,,
1942706,True,SZILAGYI Dorottya,SZILAGYI D,Dorottya SZILAGYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,179.0,0.0,['Water Polo'],['Women'],1996-11-10,EGER,Hungary,,,"Dorka, Dori",Playing board games,Athlete,"Studies Coaching at Eszterhazy Karoly Catholic University (Eger, HUN)","Fiance, Tamas. Father, Peter. Sister, Victoria","English, Hungarian",National: Attila Mihok (HUN),Tried several sports before deciding water polo was her favourite,,Her parents,"""Every day may not be good, but there's something good in every day."" (Instagram profile, 12 Feb 2021)",,,
1942736,True,VALYI Vanda,VALYI V,Vanda VALYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,181.0,0.0,['Water Polo'],['Women'],1999-08-13,EGER,Hungary,,,,,Athlete,,,Hungarian,National: Attila Mihók (HUN),Her mother encouraged her to try water polo after being discouraged by the monotony of swimming,,Coach Attila Mihók,,,,Competed in swimming at elite junior level
1942743,True,VAMOS Marton,VAMOS M,Marton VAMOS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,193.0,0.0,['Water Polo'],['Men'],1992-06-24,BUDAPEST,Hungary,,,"Marcika, Marci",Football,Athlete,"Studied Administration Studies, Management at Edutus College (Tatabanya, HUN)",,Hungarian,National: Zsolt Varga (HUN),Some of his school classmates played water polo and that encouraged him to also try it,"Water polo player Tibor Benedek (HUN), three-time Olympic champion (2000, 2004, 2008), five-time Olympian (1992-2008), 2016 Olympic national team coach (fifth), four-time world championship medallist (one gold, two silver, one bronze).</p><p>Water polo player Tamas Kasas (HUN), three-time Olympic champion (2004, 2008, 2012), five-time Olympian (1996-2012), four-time world championship medallist (one gold, three silver)",His parents,,,,
1942749,True,VARGA Denes,VARGA D,Denes VARGA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,188.0,0.0,['Water Polo'],['Men'],1987-03-29,BUDAPEST,Hungary,,,Dumi,,Athlete,"Studied Business and Marketing at International Business School (Budapest, HUN)","Two sons, Bendeguz and Vince. Brother, Daniel","English, Hungarian",National: Zsolt Varga (HUN),Enjoyed swimming but found water polo more exciting,"Water polo player Peter Biros (HUN), three-time Olympic champion (2000, 2004, 2008), three-time world championship medallist (one gold, two silver).</p><p>Water polo player Tamas Kasas (HUN), three-time Olympic champion (2000, 2004, 2008), five-time Olympian (1996-2012), four-time world championship medallist (one gold, three silver)",His older brother Daniel,,"Older brother, Daniel (water polo), 2008 Olympic champion, three-time Olympian (2008, 2012, 2016)",,
1942753,True,ABDI Bashir,ABDI B,Bashir ABDI,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,170.0,0.0,['Athletics'],"[""Men's Marathon""]",1989-02-10,MOGADISHU,Somalia,GHENT,Belgium,,,Athlete,,"Daughter, Kadra (born 2018). Son, Ibrahim (born 2020). Mother, Marjan (died 2011). Brother, Ibrahim","Dutch, English, Somali","Personal: Gary Lough (GBR), since 2018","""My brother Ibrahim was invited to Racing Club Gent Athletics by Bert Misplon who then convinced me to join. I was used to playing football from my days back in Somalia, but within a couple of weeks I got the hang of it. I won a bronze medal in my first race and decided to join the club."" (myInfo)",,Coach Gary Lough,,,,
1942757,True,STUYVEN Jasper,STUYVEN J,Jasper STUYVEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Cycling Road'],"[""Men's Road Race""]",1992-04-17,LEUVEN,Belgium,MONACO,Monaco,,,Athlete,Graduated with a Bachelor's degree in Commerce from West Flanders University of Applied Sciences (BEL),"Wife, Elke Bleyaert (married June 2024). Father, Mathieu. Mother, Kathleen","English, Flemish",,,,,,,,
1942760,True,Van DUYSEN Hannes,Van DUYSEN H,Hannes Van DUYSEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,173.0,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",2004-09-04,VINDERHOUTE,Belgium,,Belgium,,Rock climbing,Athlete,Studied Physical Education at the Free University of Brussels (BEL). Decided to focus solely on climbing in 2024,,"Dutch, English",,"His parents took him to a climbing hall for his birthday. ""I really liked it. At first, I did not really do any competitions. I just did it for fun. I can't even remember if I was (one of the) best in my training group."" (olympics.com, 16 May 2024)",,,,,,
1942847,True,VIGVARI Vince Pal,VIGVARI VP,Vince Pal VIGVARI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,188.0,0.0,['Water Polo'],['Men'],2003-06-23,BUDAPEST,Hungary,,,Vinyo,Reading,Athlete,,"Father, Csaba. Mother, Greta. Older brother, Vendel",Hungarian,National: Zsolt Varga (HUN),Wanted to follow in the footsteps of his father Csaba who played the sport,"Water polo player Marton Vamos (HUN), 2020 Olympic champion, two-time world championship medlalist (2013 gold, 2017 silver)",,,"Older brother, Vendel (water polo), teammate for Hungary.</p><p>Grandfather, Pal Schmitt (fencing), two-time Olympic champion in team epee (1968, 1972) and former president of Hungary. </p><p>Grandmother, Katalin Makray (gymnastics) 1964 Olympic silver medallist in uneven bars. </p><p>Mother, Greta (tennis), played professionally",,
1942860,True,VOGEL Soma,VOGEL S,Soma VOGEL,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203.0,0.0,['Water Polo'],['Men'],1997-07-07,BUDAPEST,Hungary,,,,"Video games, reading",Athlete,,,Hungarian,National: Zsolt Varga (HUN),,,,,,,
1942870,True,ZALANKI Gergo,ZALANKI G,Gergo ZALANKI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,193.0,0.0,['Water Polo'],['Men'],1995-02-26,EGER,Hungary,,,Zalesz,,Athlete,"Studied Physical Education at Karoly Eszterhazy University (Eger, HUN)","Wife, Fruzsi. Son, Zeno","English, Hungarian",National: Zsolt Varga (HUN),Did not like being in the water at first because it was cold. His parents kept encouraging him to play and eventually he liked the sport,"Water polo player Gergely 'Gergo' Kiss (HUN), three-time Olympic gold medallist (2000, 2004, 2008), four-time world championship medallist (one gold, three silver)",,,,,
1942880,True,ALI EL GABRY,ALI EL GABRY,ALI EL GABRY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,190.0,0.0,['Football'],['Men'],2001-02-14,,Egypt,,Egypt,,,Athlete,,Married in September 2023,Arabic,National: Rogerio Micale (BRA),,,,,,,
1942902,True,HEREDIA Laura,HEREDIA L,Laura HEREDIA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0.0,0.0,['Modern Pentathlon'],"[""Women's Individual""]",2000-01-31,BARCELONA,Spain,,Spain,,,,,"Brother, Aleix (2020 Olympian)","English, Spanish",,"Heredia and her brother Aleix, who is eight years older, both attended a sports-focused school, which offered pentathlon. Aleix started the sport when he was ten and, after watching him compete and train, Laura followed him into the sport",,,,"Brother, Aleix (modern pentathlon), represented Spain in modern pentathlon at the 2010 Youth Olympic Games (5th) and at the Olympic Games Tokyo 2020 (23rd)",,
1943029,True,ERDI Maria,ERDI M,Maria ERDI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Sailing'],"[""Women's Dinghy""]",1998-02-18,TIHANY,Hungary,BUDAPEST,Hungary,Mardi,"Spending time with family, cycling, discovering nature, playing squash, watching movies, listening to music, gardening",Athlete,,"Father, Gabor. Mother, Gabriella. Sisters, Juli, Gabriella, Anna. Brother, Janos","English, German, Hungarian",Personal: Sarah Winther (NZL),"When her family moved to Lake Balaton (HUN), she went to primary school quite close to a sailing club, which started after-school activities and training every Tuesday and Thursday during school time. ""My dad signed me and my sisters up and we were all enjoying the training a lot. It was great fun."" (laserinternational.org, 19 Feb 2018)",,,"""My main philosophy is to never give up. If you fail, if you make mistakes, draw the conclusion, and work on the steps to improve. Occasional bad results make me work even harder and make me even more motivated. I want to be the best so I do whatever it takes to achieve my goals."" (marierdi.com, 12 Jul 2020)",,"""I like to do a 30-minute warm-up every morning on racing days. It wakes me up and prepares my body and mind for the big day."" (laserinternational.org, 19 Feb 2018)","Cycling, Squash"
