date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,qualification_mark
2024-08-04T17:08:59+02:00,SALXNACRA17-----------PREL000400--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 4,Opening Series - Race 4,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUT01,HABERL Lukas / FRANK Tanja,Team,AUT,Austria,15.0,15,POINTS,,
2024-08-04T17:08:59+02:00,SALXNACRA17-----------PREL000400--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 4,Opening Series - Race 4,X,Sailing,SAL,Marseille Marina,SALXNACRA17-DEN01,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,Team,DEN,Denmark,16.0,16,POINTS,,
2024-08-04T17:08:59+02:00,SALXNACRA17-----------PREL000400--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 4,Opening Series - Race 4,X,Sailing,SAL,Marseille Marina,SALXNACRA17-JPN01,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,Team,JPN,Japan,17.0,17,POINTS,,
2024-08-04T17:08:59+02:00,SALXNACRA17-----------PREL000400--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 4,Opening Series - Race 4,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BEL01,CLAEYSSENS Lucas / VERSTRAELEN Eline,Team,BEL,Belgium,18.0,18,POINTS,,
2024-08-04T17:08:59+02:00,SALXNACRA17-----------PREL000400--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 4,Opening Series - Race 4,X,Sailing,SAL,Marseille Marina,SALXNACRA17-TUR01,KAYNAR Alican / KAYNAKCI Beste,Team,TUR,Türkiye,19.0,19,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ITA01,TITA Ruggero / BANTI Caterina,Team,ITA,Italy,1.0,1,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NZL01,WILKINSON Micah James / DAWSON Erica Linda,Team,NZL,New Zealand,2.0,2,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GER01,KOHLHOFF Paul / STUHLEMMER Alica,Team,GER,Germany,3.0,3,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GBR01,GIMSON John / BURNET Anna,Team,GBR,Great Britain,4.0,4,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BRA01,SIEMSEN Joao / ARNDT Marina,Team,BRA,Brazil,5.0,5,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ARG01,MAJDALANI Mateo / BOSCO Eugenia,Team,ARG,Argentina,6.0,6,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FRA01,MOURNIAC Tim / BERTHOMIEU Lou,Team,FRA,France,7.0,7,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NED01,van der MEER Laila / BOUWER Bjarne,Team,NED,Netherlands,8.0,8,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-SWE01,JARUDD Emil / JONSSON Hanna,Team,SWE,Sweden,9.0,9,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-DEN01,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,Team,DEN,Denmark,10.0,10,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FIN01,KURTBAY Sinem / KESKINEN Akseli,Team,FIN,Finland,11.0,11,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUS01,LIDDELL Brin / BROWN Rhiannan,Team,AUS,Australia,12.0,12,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-USA01,NEWBERRY Sarah Lauren / LIEBENBERG David Wade,Team,USA,United States,13.0,13,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-CHN01,MAI Huicong / CHEN Linlin,Team,CHN,China,14.0,14,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ESP01,PACHECO van RIJNSOEVER Tara / BARRIO GARCIA Andres,Team,ESP,Spain,15.0,15,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUT01,HABERL Lukas / FRANK Tanja,Team,AUT,Austria,16.0,16,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-JPN01,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,Team,JPN,Japan,17.0,17,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-TUR01,KAYNAR Alican / KAYNAKCI Beste,Team,TUR,Türkiye,18.0,18,POINTS,,
2024-08-04T17:57:28+02:00,SALXNACRA17-----------PREL000500--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 5,Opening Series - Race 5,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BEL01,CLAEYSSENS Lucas / VERSTRAELEN Eline,Team,BEL,Belgium,19.0,19,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ITA01,TITA Ruggero / BANTI Caterina,Team,ITA,Italy,1.0,1,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GER01,KOHLHOFF Paul / STUHLEMMER Alica,Team,GER,Germany,2.0,2,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NZL01,WILKINSON Micah James / DAWSON Erica Linda,Team,NZL,New Zealand,3.0,3,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FRA01,MOURNIAC Tim / BERTHOMIEU Lou,Team,FRA,France,4.0,4,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FIN01,KURTBAY Sinem / KESKINEN Akseli,Team,FIN,Finland,5.0,5,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ARG01,MAJDALANI Mateo / BOSCO Eugenia,Team,ARG,Argentina,6.0,6,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUS01,LIDDELL Brin / BROWN Rhiannan,Team,AUS,Australia,7.0,7,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NED01,van der MEER Laila / BOUWER Bjarne,Team,NED,Netherlands,8.0,8,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GBR01,GIMSON John / BURNET Anna,Team,GBR,Great Britain,9.0,9,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-DEN01,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,Team,DEN,Denmark,10.0,10,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BRA01,SIEMSEN Joao / ARNDT Marina,Team,BRA,Brazil,11.0,11,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ESP01,PACHECO van RIJNSOEVER Tara / BARRIO GARCIA Andres,Team,ESP,Spain,12.0,12,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-CHN01,MAI Huicong / CHEN Linlin,Team,CHN,China,13.0,13,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-SWE01,JARUDD Emil / JONSSON Hanna,Team,SWE,Sweden,14.0,14,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUT01,HABERL Lukas / FRANK Tanja,Team,AUT,Austria,15.0,15,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-USA01,NEWBERRY Sarah Lauren / LIEBENBERG David Wade,Team,USA,United States,16.0,16,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-JPN01,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,Team,JPN,Japan,17.0,17,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BEL01,CLAEYSSENS Lucas / VERSTRAELEN Eline,Team,BEL,Belgium,18.0,18,POINTS,,
2024-08-04T19:04:18+02:00,SALXNACRA17-----------PREL000600--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 6,Opening Series - Race 6,X,Sailing,SAL,Marseille Marina,SALXNACRA17-TUR01,KAYNAR Alican / KAYNAKCI Beste,Team,TUR,Türkiye,,20,IRM_POINTS,DNF,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ITA01,TITA Ruggero / BANTI Caterina,Team,ITA,Italy,1.0,1,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NZL01,WILKINSON Micah James / DAWSON Erica Linda,Team,NZL,New Zealand,2.0,2,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ARG01,MAJDALANI Mateo / BOSCO Eugenia,Team,ARG,Argentina,3.0,3,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GBR01,GIMSON John / BURNET Anna,Team,GBR,Great Britain,4.0,4,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BRA01,SIEMSEN Joao / ARNDT Marina,Team,BRA,Brazil,5.0,5,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NED01,van der MEER Laila / BOUWER Bjarne,Team,NED,Netherlands,6.0,6,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FIN01,KURTBAY Sinem / KESKINEN Akseli,Team,FIN,Finland,7.0,7,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ESP01,PACHECO van RIJNSOEVER Tara / BARRIO GARCIA Andres,Team,ESP,Spain,8.0,8,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUS01,LIDDELL Brin / BROWN Rhiannan,Team,AUS,Australia,9.0,9,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-JPN01,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,Team,JPN,Japan,10.0,10,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-USA01,NEWBERRY Sarah Lauren / LIEBENBERG David Wade,Team,USA,United States,11.0,11,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-TUR01,KAYNAR Alican / KAYNAKCI Beste,Team,TUR,Türkiye,12.0,12,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GER01,KOHLHOFF Paul / STUHLEMMER Alica,Team,GER,Germany,13.0,13,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-DEN01,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,Team,DEN,Denmark,14.0,14,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUT01,HABERL Lukas / FRANK Tanja,Team,AUT,Austria,15.0,15,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-SWE01,JARUDD Emil / JONSSON Hanna,Team,SWE,Sweden,16.0,16,POINTS,,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BEL01,CLAEYSSENS Lucas / VERSTRAELEN Eline,Team,BEL,Belgium,,20,IRM_POINTS,UFD,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-CHN01,MAI Huicong / CHEN Linlin,Team,CHN,China,,20,IRM_POINTS,UFD,
2024-08-05T14:37:27+02:00,SALXNACRA17-----------PREL000700--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 7,Opening Series - Race 7,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FRA01,MOURNIAC Tim / BERTHOMIEU Lou,Team,FRA,France,,20,IRM_POINTS,UFD,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FRA01,MOURNIAC Tim / BERTHOMIEU Lou,Team,FRA,France,1.0,1,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ARG01,MAJDALANI Mateo / BOSCO Eugenia,Team,ARG,Argentina,2.0,2,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUT01,HABERL Lukas / FRANK Tanja,Team,AUT,Austria,3.0,3,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NZL01,WILKINSON Micah James / DAWSON Erica Linda,Team,NZL,New Zealand,4.0,4,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GBR01,GIMSON John / BURNET Anna,Team,GBR,Great Britain,5.0,5,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ITA01,TITA Ruggero / BANTI Caterina,Team,ITA,Italy,6.0,6,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NED01,van der MEER Laila / BOUWER Bjarne,Team,NED,Netherlands,7.0,7,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GER01,KOHLHOFF Paul / STUHLEMMER Alica,Team,GER,Germany,8.0,8,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ESP01,PACHECO van RIJNSOEVER Tara / BARRIO GARCIA Andres,Team,ESP,Spain,9.0,9,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-CHN01,MAI Huicong / CHEN Linlin,Team,CHN,China,10.0,10,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-FIN01,KURTBAY Sinem / KESKINEN Akseli,Team,FIN,Finland,11.0,11,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-AUS01,LIDDELL Brin / BROWN Rhiannan,Team,AUS,Australia,12.0,12,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-SWE01,JARUDD Emil / JONSSON Hanna,Team,SWE,Sweden,13.0,13,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BRA01,SIEMSEN Joao / ARNDT Marina,Team,BRA,Brazil,14.0,14,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-DEN01,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,Team,DEN,Denmark,15.0,15,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-BEL01,CLAEYSSENS Lucas / VERSTRAELEN Eline,Team,BEL,Belgium,16.0,16,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-JPN01,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,Team,JPN,Japan,17.0,17,POINTS,,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-TUR01,KAYNAR Alican / KAYNAKCI Beste,Team,TUR,Türkiye,,20,IRM_POINTS,UFD,
2024-08-05T15:48:22+02:00,SALXNACRA17-----------PREL000800--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 8,Opening Series - Race 8,X,Sailing,SAL,Marseille Marina,SALXNACRA17-USA01,NEWBERRY Sarah Lauren / LIEBENBERG David Wade,Team,USA,United States,,20,IRM_POINTS,UFD,
2024-08-05T16:27:29+02:00,SALXNACRA17-----------PREL000900--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 9,Opening Series - Race 9,X,Sailing,SAL,Marseille Marina,SALXNACRA17-SWE01,JARUDD Emil / JONSSON Hanna,Team,SWE,Sweden,1.0,1,POINTS,,
2024-08-05T16:27:29+02:00,SALXNACRA17-----------PREL000900--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 9,Opening Series - Race 9,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ARG01,MAJDALANI Mateo / BOSCO Eugenia,Team,ARG,Argentina,2.0,2,POINTS,,
2024-08-05T16:27:29+02:00,SALXNACRA17-----------PREL000900--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 9,Opening Series - Race 9,X,Sailing,SAL,Marseille Marina,SALXNACRA17-NED01,van der MEER Laila / BOUWER Bjarne,Team,NED,Netherlands,3.0,3,POINTS,,
2024-08-05T16:27:29+02:00,SALXNACRA17-----------PREL000900--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 9,Opening Series - Race 9,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GBR01,GIMSON John / BURNET Anna,Team,GBR,Great Britain,4.0,4,POINTS,,
2024-08-05T16:27:29+02:00,SALXNACRA17-----------PREL000900--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 9,Opening Series - Race 9,X,Sailing,SAL,Marseille Marina,SALXNACRA17-GER01,KOHLHOFF Paul / STUHLEMMER Alica,Team,GER,Germany,5.0,5,POINTS,,
2024-08-05T16:27:29+02:00,SALXNACRA17-----------PREL000900--,SALXNACRA17,Mixed Multihull,Mixed Multihull - Race 9,Opening Series - Race 9,X,Sailing,SAL,Marseille Marina,SALXNACRA17-ITA01,TITA Ruggero / BANTI Caterina,Team,ITA,Italy,6.0,6,POINTS,,
