date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_WLT,result_IRM,qualification_mark,start_order,bib
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950305,HUNT Emma,Person,USA,United States,2.0,6.36,TIME,,,,10,3
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563321,KALUCKA Aleksandra,Person,POL,Poland,3.0,6.389,TIME,,,,7,6
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913700,ZHOU Yafei,Person,CHN,China,4.0,6.389,TIME,,,,1,7
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913702,DENG Lijuan,Person,CHN,China,5.0,6.40,TIME,,,,6,4
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940540,MADE RITA KUSUMA DEWI Desak Made,Person,INA,Indonesia,6.0,6.45,TIME,,,,2,2
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940565,SALLSABILLAH Rajiah,Person,INA,Indonesia,7.0,6.58,TIME,,,,3,5
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1963918,ROMERO PEREZ Leslie Adriana,Person,ESP,Spain,8.0,6.89,TIME,,,,4,10
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950306,KELLY Piper,Person,USA,United States,9.0,7.39,TIME,,,,8,12
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553685,VIGLIONE Capucine,Person,FRA,France,10.0,7.53,TIME,,,,9,8
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1922695,COLLI Beatrice,Person,ITA,Italy,11.0,8.18,TIME,,,,11,9
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1890962,TETZLAFF Sarah,Person,NZL,New Zealand,12.0,8.39,TIME,,,,14,13
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553688,LEBON Manon,Person,FRA,France,13.0,9.09,TIME,,,,13,11
2024-08-05T14:04:34+02:00,CLBWSPEED-------------QUAL0001SD--,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Seeding heats",Qualification - Seeding heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1968268,HOLDER Aniya,Person,RSA,South Africa,14.0,9.12,TIME,,,,5,14
2024-08-05T14:13:22+02:00,CLBWSPEED-------------QUAL0002EL01,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563327,MIROSLAW Aleksandra,Person,POL,Poland,,6.10,TIME,W,,Q,1,1
2024-08-05T14:13:22+02:00,CLBWSPEED-------------QUAL0002EL01,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1968268,HOLDER Aniya,Person,RSA,South Africa,,9.36,TIME,L,,,2,14
2024-08-05T14:15:55+02:00,CLBWSPEED-------------QUAL0002EL02,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950305,HUNT Emma,Person,USA,United States,,6.38,TIME,W,,Q,1,3
2024-08-05T14:15:55+02:00,CLBWSPEED-------------QUAL0002EL02,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553688,LEBON Manon,Person,FRA,France,,7.07,TIME,L,,,2,11
2024-08-05T14:18:58+02:00,CLBWSPEED-------------QUAL0002EL03,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563321,KALUCKA Aleksandra,Person,POL,Poland,,6.65,TIME,W,,Q,1,6
2024-08-05T14:18:58+02:00,CLBWSPEED-------------QUAL0002EL03,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1890962,TETZLAFF Sarah,Person,NZL,New Zealand,,8.41,TIME,L,,,2,13
2024-08-05T14:21:50+02:00,CLBWSPEED-------------QUAL0002EL04,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913700,ZHOU Yafei,Person,CHN,China,,6.55,TIME,W,,Q,1,7
2024-08-05T14:21:50+02:00,CLBWSPEED-------------QUAL0002EL04,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1922695,COLLI Beatrice,Person,ITA,Italy,,6.84,TIME,L,,,2,9
2024-08-05T14:24:48+02:00,CLBWSPEED-------------QUAL0002EL05,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913702,DENG Lijuan,Person,CHN,China,,6.48,TIME,W,,Q,1,4
2024-08-05T14:24:48+02:00,CLBWSPEED-------------QUAL0002EL05,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553685,VIGLIONE Capucine,Person,FRA,France,,6.86,TIME,L,,,2,8
2024-08-05T14:28:03+02:00,CLBWSPEED-------------QUAL0002EL06,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940540,MADE RITA KUSUMA DEWI Desak Made,Person,INA,Indonesia,,6.38,TIME,W,,Q,1,2
2024-08-05T14:28:03+02:00,CLBWSPEED-------------QUAL0002EL06,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950306,KELLY Piper,Person,USA,United States,,8.43,TIME,L,,,2,12
2024-08-05T14:31:07+02:00,CLBWSPEED-------------QUAL0002EL07,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940565,SALLSABILLAH Rajiah,Person,INA,Indonesia,,,IRM_TIME,L,Fall,q,1,5
2024-08-05T14:31:07+02:00,CLBWSPEED-------------QUAL0002EL07,CLBWSPEED,Women's Speed,"Women's Speed, Qualification Elimination heats",Qualification - Elimination heats,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1963918,ROMERO PEREZ Leslie Adriana,Person,ESP,Spain,,7.26,TIME,W,,Q,2,10
2024-08-07T13:04:19+02:00,CLBWSPEED-------------SFNL000200--,CLBWSPEED,Women's Speed,"Women's Speed, Semifinal",Semifinal 2,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940565,SALLSABILLAH Rajiah,Person,INA,Indonesia,,6.41,TIME,L,,,1,5
2024-08-07T13:04:19+02:00,CLBWSPEED-------------SFNL000200--,CLBWSPEED,Women's Speed,"Women's Speed, Semifinal",Semifinal 2,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913702,DENG Lijuan,Person,CHN,China,,6.38,TIME,W,,Q,2,4
2024-08-07T13:04:19+02:00,CLBWSPEED-------------FNL-000200--,CLBWSPEED,Women's Speed,"Women's Speed, Small Final",Small Final,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563321,KALUCKA Aleksandra,Person,POL,Poland,,6.53,TIME,W,,Q,1,6
2024-08-07T13:04:19+02:00,CLBWSPEED-------------FNL-000200--,CLBWSPEED,Women's Speed,"Women's Speed, Small Final",Small Final,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940565,SALLSABILLAH Rajiah,Person,INA,Indonesia,,8.24,TIME,L,,,2,5
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000100--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 1,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563327,MIROSLAW Aleksandra,Person,POL,Poland,,6.35,TIME,W,,Q,1,1
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000100--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 1,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1963918,ROMERO PEREZ Leslie Adriana,Person,ESP,Spain,,7.06,TIME,L,,,2,10
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000400--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 4,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940540,MADE RITA KUSUMA DEWI Desak Made,Person,INA,Indonesia,,6.369,TIME,L,,,1,2
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000400--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 4,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913702,DENG Lijuan,Person,CHN,China,,6.363,TIME,W,,Q,2,4
2024-08-07T13:04:19+02:00,CLBWSPEED-------------SFNL000100--,CLBWSPEED,Women's Speed,"Women's Speed, Semifinal",Semifinal 1,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563327,MIROSLAW Aleksandra,Person,POL,Poland,,6.19,TIME,W,,Q,1,1
2024-08-07T13:04:19+02:00,CLBWSPEED-------------SFNL000100--,CLBWSPEED,Women's Speed,"Women's Speed, Semifinal",Semifinal 1,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563321,KALUCKA Aleksandra,Person,POL,Poland,,6.34,TIME,L,,,2,6
2024-08-07T13:04:19+02:00,CLBWSPEED-------------FNL-000100--,CLBWSPEED,Women's Speed,"Women's Speed, Big Final",Big Final,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563327,MIROSLAW Aleksandra,Person,POL,Poland,,6.10,TIME,W,,Q,1,1
2024-08-07T13:04:19+02:00,CLBWSPEED-------------FNL-000100--,CLBWSPEED,Women's Speed,"Women's Speed, Big Final",Big Final,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913702,DENG Lijuan,Person,CHN,China,,6.18,TIME,L,,,2,4
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000200--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 2,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1563321,KALUCKA Aleksandra,Person,POL,Poland,,6.49,TIME,W,,Q,1,6
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000200--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 2,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913700,ZHOU Yafei,Person,CHN,China,,6.58,TIME,L,,,2,7
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000300--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 3,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950305,HUNT Emma,Person,USA,United States,,7.98,TIME,L,,,1,3
2024-08-07T13:04:19+02:00,CLBWSPEED-------------QFNL000300--,CLBWSPEED,Women's Speed,"Women's Speed, Quarterfinal",Quarterfinal 3,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1940565,SALLSABILLAH Rajiah,Person,INA,Indonesia,,6.54,TIME,W,,Q,2,5
