date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM,bib
2024-08-07T11:45:32+02:00,TKWW49KG--------------8FNL000500--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1546688,CEREZO IGLESIAS Adriana,Person,ESP,Spain,2,POINTS,W,,102
2024-08-07T12:38:44+02:00,TKWW49KG--------------8FNL000700--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1894538,POURYOUNES LANGEROUDI Dina,Person,EOR,EOR,0,POINTS,L,,111
2024-08-07T12:38:44+02:00,TKWW49KG--------------8FNL000700--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1910372,GUO Qing,Person,CHN,China,2,POINTS,W,,106
2024-08-07T13:08:53+02:00,TKWW49KG--------------8FNL000800--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1566732,DINCEL KAVURAT Merve,Person,TUR,Türkiye,2,POINTS,W,,103
2024-08-07T13:08:53+02:00,TKWW49KG--------------8FNL000800--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1929686,MATONTI Ilenia Elisabetta,Person,ITA,Italy,0,POINTS,L,,114
2024-08-07T14:48:07+02:00,TKWW49KG--------------QFNL000100--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1569986,STOJKOVIC Lena,Person,CRO,Croatia,2,POINTS,W,,104
2024-08-07T14:48:07+02:00,TKWW49KG--------------QFNL000100--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1947739,DHAHRI Ikram,Person,TUN,Tunisia,1,POINTS,L,,112
2024-08-07T15:15:47+02:00,TKWW49KG--------------QFNL000200--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1909136,ABUTALEB Dunya Ali M,Person,KSA,Saudi Arabia,0,POINTS,L,,109
2024-08-07T15:15:47+02:00,TKWW49KG--------------QFNL000200--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1902841,WONGPATTANAKIT Panipak,Person,THA,Thailand,2,POINTS,W,,101
2024-08-07T15:40:32+02:00,TKWW49KG--------------QFNL000300--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1546688,CEREZO IGLESIAS Adriana,Person,ESP,Spain,0,POINTS,L,,102
2024-08-07T15:40:32+02:00,TKWW49KG--------------QFNL000300--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1536064,NEMATZADEH Mobina,Person,IRI,IR Iran,2,POINTS,W,,107
2024-08-07T16:07:15+02:00,TKWW49KG--------------QFNL000400--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1910372,GUO Qing,Person,CHN,China,2,POINTS,W,,106
2024-08-07T16:07:15+02:00,TKWW49KG--------------QFNL000400--,TKWW49KG,Women -49kg,Women -49kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1566732,DINCEL KAVURAT Merve,Person,TUR,Türkiye,0,POINTS,L,,103
2024-08-07T16:34:39+02:00,TKWW49KG--------------SFNL000100--,TKWW49KG,Women -49kg,Women -49kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1569986,STOJKOVIC Lena,Person,CRO,Croatia,0,POINTS,L,,104
2024-08-07T16:34:39+02:00,TKWW49KG--------------SFNL000100--,TKWW49KG,Women -49kg,Women -49kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1902841,WONGPATTANAKIT Panipak,Person,THA,Thailand,2,POINTS,W,,101
2024-08-07T17:03:33+02:00,TKWW49KG--------------SFNL000200--,TKWW49KG,Women -49kg,Women -49kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1536064,NEMATZADEH Mobina,Person,IRI,IR Iran,0,POINTS,L,,107
2024-08-07T17:03:33+02:00,TKWW49KG--------------SFNL000200--,TKWW49KG,Women -49kg,Women -49kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1910372,GUO Qing,Person,CHN,China,2,POINTS,W,,106
2024-08-07T19:42:47+02:00,TKWW49KG--------------REP1000200--,TKWW49KG,Women -49kg,Women -49kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1909136,ABUTALEB Dunya Ali M,Person,KSA,Saudi Arabia,2,POINTS,W,,109
2024-08-07T19:42:47+02:00,TKWW49KG--------------REP1000200--,TKWW49KG,Women -49kg,Women -49kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1541825,EL BOUCHTI Oumaima,Person,MAR,Morocco,0,POINTS,L,,117
2024-08-07T20:06:35+02:00,TKWW49KG--------------REP1000300--,TKWW49KG,Women -49kg,Women -49kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1894538,POURYOUNES LANGEROUDI Dina,Person,EOR,EOR,0,POINTS,L,,111
2024-08-07T20:06:35+02:00,TKWW49KG--------------REP1000300--,TKWW49KG,Women -49kg,Women -49kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1566732,DINCEL KAVURAT Merve,Person,TUR,Türkiye,2,POINTS,W,,103
2024-08-07T20:33:18+02:00,TKWW49KG--------------REPF000100--,TKWW49KG,Women -49kg,Women -49kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1536064,NEMATZADEH Mobina,Person,IRI,IR Iran,2,POINTS,W,,107
2024-08-07T20:33:18+02:00,TKWW49KG--------------REPF000100--,TKWW49KG,Women -49kg,Women -49kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1909136,ABUTALEB Dunya Ali M,Person,KSA,Saudi Arabia,0,POINTS,L,,109
2024-08-07T21:02:00+02:00,TKWW49KG--------------REPF000200--,TKWW49KG,Women -49kg,Women -49kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1566732,DINCEL KAVURAT Merve,Person,TUR,Türkiye,0,POINTS,L,,103
2024-08-07T21:02:00+02:00,TKWW49KG--------------REPF000200--,TKWW49KG,Women -49kg,Women -49kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1569986,STOJKOVIC Lena,Person,CRO,Croatia,2,POINTS,W,,104
2024-08-07T21:43:56+02:00,TKWW49KG--------------FNL-000100--,TKWW49KG,Women -49kg,Women -49kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1902841,WONGPATTANAKIT Panipak,Person,THA,Thailand,2,POINTS,W,,101
2024-08-07T21:43:56+02:00,TKWW49KG--------------FNL-000100--,TKWW49KG,Women -49kg,Women -49kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1910372,GUO Qing,Person,CHN,China,1,POINTS,L,,106
2024-08-08T22:23:59+02:00,TKWW49KG--------------8FNL000600--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1536064,NEMATZADEH Mobina,Person,IRI,IR Iran,2,POINTS,W,,107
2024-08-08T22:23:59+02:00,TKWW49KG--------------8FNL000600--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1560348,TAU Michelle,Person,LES,Lesotho,0,POINTS,L,,110
2024-08-08T09:21:11+02:00,TKWW57KG--------------8FNL000100--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1904984,HRONOVA Dominika,Person,CZE,Czechia,0,POINTS,L,,313
2024-08-08T09:21:11+02:00,TKWW57KG--------------8FNL000100--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1966505,PARK Skylar,Person,CAN,Canada,2,POINTS,W,,304
2024-08-08T09:46:50+02:00,TKWW57KG--------------8FNL000200--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1566735,ILGUN Hatice Kubra,Person,TUR,Türkiye,0,POINTS,L,,305
2024-08-08T09:46:50+02:00,TKWW57KG--------------8FNL000200--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1904038,KIM Yujin,Person,KOR,Korea,2,POINTS,W,,312
2024-08-08T10:07:51+02:00,TKWW57KG--------------8FNL000300--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1946342,HYMER Stacey,Person,AUS,Australia,0,POINTS,L,,309
2024-08-08T10:07:51+02:00,TKWW57KG--------------8FNL000300--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1955839,PACHECO Maria Clara,Person,BRA,Brazil,2,POINTS,W,,308
2024-08-08T10:42:00+02:00,TKWW57KG--------------8FNL000400--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1910374,LUO Zongshi,Person,CHN,China,2,POINTS,W,,301
2024-08-08T10:42:00+02:00,TKWW57KG--------------8FNL000400--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1544703,ATORA Emmannuella,Person,GAB,Gabon,0,POINTS,L,,316
2024-08-08T11:09:09+02:00,TKWW57KG--------------8FNL000500--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,2493835,KIMIA Alizadeh,Person,BUL,Bulgaria,1,POINTS,L,,315
2024-08-08T11:09:09+02:00,TKWW57KG--------------8FNL000500--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1536067,KIYANICHANDEH Nahid,Person,IRI,IR Iran,2,POINTS,W,,302
2024-08-08T11:31:24+02:00,TKWW57KG--------------8FNL000600--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1930767,DILLON Faith,Person,USA,United States,1,POINTS,L,,307
2024-08-08T11:31:24+02:00,TKWW57KG--------------8FNL000600--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1947738,TOUMI Chaima,Person,TUN,Tunisia,2,POINTS,W,,310
2024-08-08T11:55:13+02:00,TKWW57KG--------------8FNL000700--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1946009,AOUN Laetitia,Person,LBN,Lebanon,2,POINTS,W,,311
2024-08-08T11:55:13+02:00,TKWW57KG--------------8FNL000700--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1552030,LO Chia-Ling,Person,TPE,Chinese Taipei,0,POINTS,L,,306
2024-08-08T12:29:57+02:00,TKWW57KG--------------8FNL000800--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1956287,JONES Jade,Person,GBR,Great Britain,1,POINTS,L,,303
2024-08-08T12:29:57+02:00,TKWW57KG--------------8FNL000800--,TKWW57KG,Women -57kg,Women -57kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1956718,RELJIKJ Miljana,Person,MKD,North Macedonia,2,POINTS,W,,314
2024-08-08T14:40:50+02:00,TKWW57KG--------------QFNL000100--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1966505,PARK Skylar,Person,CAN,Canada,0,POINTS,L,,304
2024-08-08T14:40:50+02:00,TKWW57KG--------------QFNL000100--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1904038,KIM Yujin,Person,KOR,Korea,2,POINTS,W,,312
2024-08-08T15:14:34+02:00,TKWW57KG--------------QFNL000200--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1955839,PACHECO Maria Clara,Person,BRA,Brazil,1,POINTS,L,,308
2024-08-08T15:14:34+02:00,TKWW57KG--------------QFNL000200--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1910374,LUO Zongshi,Person,CHN,China,2,POINTS,W,,301
2024-08-08T15:41:05+02:00,TKWW57KG--------------QFNL000300--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1536067,KIYANICHANDEH Nahid,Person,IRI,IR Iran,2,POINTS,W,,302
2024-08-08T15:41:05+02:00,TKWW57KG--------------QFNL000300--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1947738,TOUMI Chaima,Person,TUN,Tunisia,1,POINTS,L,,310
2024-08-08T16:16:59+02:00,TKWW57KG--------------QFNL000400--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1946009,AOUN Laetitia,Person,LBN,Lebanon,2,POINTS,W,,311
2024-08-08T16:16:59+02:00,TKWW57KG--------------QFNL000400--,TKWW57KG,Women -57kg,Women -57kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1956718,RELJIKJ Miljana,Person,MKD,North Macedonia,0,POINTS,L,,314
2024-08-08T16:49:30+02:00,TKWW57KG--------------SFNL000100--,TKWW57KG,Women -57kg,Women -57kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1904038,KIM Yujin,Person,KOR,Korea,2,POINTS,W,,312
2024-08-08T16:49:30+02:00,TKWW57KG--------------SFNL000100--,TKWW57KG,Women -57kg,Women -57kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1910374,LUO Zongshi,Person,CHN,China,1,POINTS,L,,301
2024-08-08T17:15:32+02:00,TKWW57KG--------------SFNL000200--,TKWW57KG,Women -57kg,Women -57kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1536067,KIYANICHANDEH Nahid,Person,IRI,IR Iran,2,POINTS,W,,302
2024-08-08T17:15:32+02:00,TKWW57KG--------------SFNL000200--,TKWW57KG,Women -57kg,Women -57kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1946009,AOUN Laetitia,Person,LBN,Lebanon,0,POINTS,L,,311
2024-08-08T19:51:07+02:00,TKWW57KG--------------REP1000200--,TKWW57KG,Women -57kg,Women -57kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1966505,PARK Skylar,Person,CAN,Canada,2,POINTS,W,,304
2024-08-08T19:51:07+02:00,TKWW57KG--------------REP1000200--,TKWW57KG,Women -57kg,Women -57kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1566735,ILGUN Hatice Kubra,Person,TUR,Türkiye,0,POINTS,L,,305
2024-08-08T20:21:05+02:00,TKWW57KG--------------REP1000300--,TKWW57KG,Women -57kg,Women -57kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,2493835,KIMIA Alizadeh,Person,BUL,Bulgaria,2,POINTS,W,,315
2024-08-08T20:21:05+02:00,TKWW57KG--------------REP1000300--,TKWW57KG,Women -57kg,Women -57kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1947738,TOUMI Chaima,Person,TUN,Tunisia,0,POINTS,L,,310
2024-08-08T20:48:27+02:00,TKWW57KG--------------REPF000100--,TKWW57KG,Women -57kg,Women -57kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1946009,AOUN Laetitia,Person,LBN,Lebanon,0,POINTS,L,,311
2024-08-08T20:48:27+02:00,TKWW57KG--------------REPF000100--,TKWW57KG,Women -57kg,Women -57kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1966505,PARK Skylar,Person,CAN,Canada,2,POINTS,W,,304
2024-08-08T21:25:55+02:00,TKWW57KG--------------REPF000200--,TKWW57KG,Women -57kg,Women -57kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,2493835,KIMIA Alizadeh,Person,BUL,Bulgaria,2,POINTS,W,,315
2024-08-08T21:25:55+02:00,TKWW57KG--------------REPF000200--,TKWW57KG,Women -57kg,Women -57kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1910374,LUO Zongshi,Person,CHN,China,1,POINTS,L,,301
2024-08-08T21:53:21+02:00,TKWW57KG--------------FNL-000100--,TKWW57KG,Women -57kg,Women -57kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1904038,KIM Yujin,Person,KOR,Korea,2,POINTS,W,,312
2024-08-08T21:53:21+02:00,TKWW57KG--------------FNL-000100--,TKWW57KG,Women -57kg,Women -57kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1536067,KIYANICHANDEH Nahid,Person,IRI,IR Iran,0,POINTS,L,,302
2024-08-09T09:30:00+02:00,TKWW67KG--------------8FNL000100--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1930773,TEACHOUT Kristina,Person,USA,United States,2,POINTS,W,,513
2024-08-09T09:30:00+02:00,TKWW67KG--------------8FNL000100--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1893271,WIET-HENIN Magda,Person,FRA,France,0,POINTS,L,,504
2024-08-09T10:35:59+02:00,TKWW67KG--------------8FNL000200--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1548381,GBAGBI Ruth,Person,CIV,Côte d'Ivoire,1,POINTS,L,,505
2024-08-09T10:35:59+02:00,TKWW67KG--------------8FNL000200--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1572318,MARTON Viviana,Person,HUN,Hungary,2,POINTS,W,,512
2024-08-09T10:43:41+02:00,TKWW67KG--------------8FNL000300--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1897347,SHEHATA Aya,Person,EGY,Egypt,2,POINTS,W,,509
2024-08-09T10:43:41+02:00,TKWW67KG--------------8FNL000300--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1546687,CASTRO BURGOS Cecilia,Person,ESP,Spain,1,POINTS,L,,508
2024-08-09T11:08:33+02:00,TKWW67KG--------------8FNL000400--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1903284,CHAARI Sarah,Person,BEL,Belgium,2,POINTS,W,,501
2024-08-09T11:08:33+02:00,TKWW67KG--------------8FNL000400--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1957894,RODRIGUEZ Madelyn Andrea,Person,DOM,Dominican Republic,0,POINTS,L,,516
2024-08-09T11:54:18+02:00,TKWW67KG--------------8FNL000600--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1910375,SONG Jie,Person,CHN,China,2,POINTS,W,,507
2024-08-09T11:54:18+02:00,TKWW67KG--------------8FNL000600--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1571415,ANYANACHO Elizabeth Oluchi,Person,NGR,Nigeria,0,POINTS,L,,510
2024-08-09T12:21:38+02:00,TKWW67KG--------------8FNL000700--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1902855,TONGCHAN Sasikarn,Person,THA,Thailand,2,POINTS,W,,511
2024-08-09T12:21:38+02:00,TKWW67KG--------------8FNL000700--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1955812,SANTOS Caroline,Person,BRA,Brazil,0,POINTS,L,,506
2024-08-09T12:51:17+02:00,TKWW67KG--------------8FNL000800--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1956372,PERISIC Aleksandra,Person,SRB,Serbia,2,POINTS,W,,503
2024-08-09T12:51:17+02:00,TKWW67KG--------------8FNL000800--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1887764,SOBIRJONOVA Ozoda,Person,UZB,Uzbekistan,1,POINTS,L,,514
2024-08-09T14:49:10+02:00,TKWW67KG--------------QFNL000100--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1930773,TEACHOUT Kristina,Person,USA,United States,1,POINTS,L,,513
2024-08-09T14:49:10+02:00,TKWW67KG--------------QFNL000100--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1572318,MARTON Viviana,Person,HUN,Hungary,2,POINTS,W,,512
2024-08-09T15:11:04+02:00,TKWW67KG--------------QFNL000200--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1897347,SHEHATA Aya,Person,EGY,Egypt,0,POINTS,L,,509
2024-08-09T15:11:04+02:00,TKWW67KG--------------QFNL000200--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1903284,CHAARI Sarah,Person,BEL,Belgium,2,POINTS,W,,501
2024-08-09T16:06:53+02:00,TKWW67KG--------------QFNL000400--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1902855,TONGCHAN Sasikarn,Person,THA,Thailand,0,POINTS,L,,511
2024-08-09T16:06:53+02:00,TKWW67KG--------------QFNL000400--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1956372,PERISIC Aleksandra,Person,SRB,Serbia,2,POINTS,W,,503
2024-08-09T16:28:56+02:00,TKWW67KG--------------SFNL000100--,TKWW67KG,Women -67kg,Women -67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1572318,MARTON Viviana,Person,HUN,Hungary,2,POINTS,W,,512
2024-08-09T16:28:56+02:00,TKWW67KG--------------SFNL000100--,TKWW67KG,Women -67kg,Women -67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1903284,CHAARI Sarah,Person,BEL,Belgium,0,POINTS,L,,501
2024-08-09T17:01:37+02:00,TKWW67KG--------------SFNL000200--,TKWW67KG,Women -67kg,Women -67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1910375,SONG Jie,Person,CHN,China,0,POINTS,L,,507
2024-08-09T17:01:37+02:00,TKWW67KG--------------SFNL000200--,TKWW67KG,Women -67kg,Women -67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1956372,PERISIC Aleksandra,Person,SRB,Serbia,2,POINTS,W,,503
2024-08-09T19:45:42+02:00,TKWW67KG--------------REP1000200--,TKWW67KG,Women -67kg,Women -67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1930773,TEACHOUT Kristina,Person,USA,United States,2,POINTS,W,,513
2024-08-09T19:45:42+02:00,TKWW67KG--------------REP1000200--,TKWW67KG,Women -67kg,Women -67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1548381,GBAGBI Ruth,Person,CIV,Côte d'Ivoire,1,POINTS,L,,505
2024-08-09T19:53:42+02:00,TKWW67KG--------------QFNL000300--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1537349,ALSADEQ Julyana,Person,JOR,Jordan,,,,,502
2024-08-09T19:53:42+02:00,TKWW67KG--------------QFNL000300--,TKWW67KG,Women -67kg,Women -67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1910375,SONG Jie,Person,CHN,China,,,,,507
2024-08-09T19:53:42+02:00,TKWW67KG--------------8FNL000500--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,2741697,NAVUGA NAITASI Lolohea,Person,FIJ,Fiji,0,POINTS,L,,515
2024-08-09T19:53:42+02:00,TKWW67KG--------------8FNL000500--,TKWW67KG,Women -67kg,Women -67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1537349,ALSADEQ Julyana,Person,JOR,Jordan,2,POINTS,W,,502
2024-08-09T20:20:29+02:00,TKWW67KG--------------REP1000300--,TKWW67KG,Women -67kg,Women -67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1887764,SOBIRJONOVA Ozoda,Person,UZB,Uzbekistan,2,POINTS,W,,514
2024-08-09T20:20:29+02:00,TKWW67KG--------------REP1000300--,TKWW67KG,Women -67kg,Women -67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1902855,TONGCHAN Sasikarn,Person,THA,Thailand,1,POINTS,L,,511
2024-08-09T20:39:38+02:00,TKWW67KG--------------REPF000100--,TKWW67KG,Women -67kg,Women -67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1910375,SONG Jie,Person,CHN,China,0,POINTS,L,,507
2024-08-09T20:39:38+02:00,TKWW67KG--------------REPF000100--,TKWW67KG,Women -67kg,Women -67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1930773,TEACHOUT Kristina,Person,USA,United States,2,POINTS,W,,513
2024-08-09T21:19:13+02:00,TKWW67KG--------------REPF000200--,TKWW67KG,Women -67kg,Women -67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1887764,SOBIRJONOVA Ozoda,Person,UZB,Uzbekistan,1,POINTS,L,,514
2024-08-09T21:19:13+02:00,TKWW67KG--------------REPF000200--,TKWW67KG,Women -67kg,Women -67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1903284,CHAARI Sarah,Person,BEL,Belgium,2,POINTS,W,,501
2024-08-09T21:50:15+02:00,TKWW67KG--------------FNL-000100--,TKWW67KG,Women -67kg,Women -67kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1572318,MARTON Viviana,Person,HUN,Hungary,2,POINTS,W,,512
2024-08-09T21:50:15+02:00,TKWW67KG--------------FNL-000100--,TKWW67KG,Women -67kg,Women -67kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1956372,PERISIC Aleksandra,Person,SRB,Serbia,0,POINTS,L,,503
