date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,start_order
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,,32.600,POINTS,,5
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,,35.250,POINTS,,6
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548948,KALEYN Boryana,Person,BUL,Bulgaria,,35.850,POINTS,,7
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,,30.400,POINTS,,8
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,,36.300,POINTS,,9
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923694,RAFFAELI Sofia,Person,ITA,Italy,,35.250,POINTS,,10
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1896230,VARFOLOMEEV Darja,Person,GER,Germany,1.0,142.850,POINTS,,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1548948,KALEYN Boryana,Person,BUL,Bulgaria,2.0,140.600,POINTS,2.250,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1923694,RAFFAELI Sofia,Person,ITA,Italy,3.0,136.300,POINTS,6.550,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1896203,KOLOSOV Margarita,Person,GER,Germany,4.0,135.250,POINTS,7.600,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1908246,ATAMANOV Daria,Person,ISR,Israel,5.0,133.850,POINTS,9.000,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,6.0,131.900,POINTS,10.950,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1927514,WANG Zilu,Person,CHN,China,7.0,131.550,POINTS,11.300,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1923695,BALDASSARRI Milena,Person,ITA,Italy,8.0,129.700,POINTS,13.150,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,9.0,128.400,POINTS,14.450,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1953668,DOMINGOS Barbara,Person,BRA,Brazil,10.0,123.100,POINTS,19.750,
