date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order
2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ROU01,Romania,Team,ROU,Romania,2.0,5:53.52,TIME,,+0.87,FA,4
2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--FRA01,France,Team,FRA,France,3.0,5:53.59,TIME,,+0.94,FB,3
2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NED01,Netherlands,Team,NED,Netherlands,4.0,5:56.86,TIME,,+4.21,FB,2
2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--SUI01,Switzerland,Team,SUI,Switzerland,5.0,6:00.29,TIME,,+7.64,FB,5
2024-08-01T11:13:39+02:00,ROWMNOCOX4------------FNL-000200--,ROWMNOCOX4,Men's Four,Men's Four Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NED01,Netherlands,Team,NED,Netherlands,1.0,5:56.35,TIME,,,,1
2024-08-01T11:13:39+02:00,ROWMNOCOX4------------FNL-000200--,ROWMNOCOX4,Men's Four,Men's Four Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--FRA01,France,Team,FRA,France,2.0,5:57.78,TIME,,+1.43,,2
2024-08-01T11:13:39+02:00,ROWMNOCOX4------------FNL-000200--,ROWMNOCOX4,Men's Four,Men's Four Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--SUI01,Switzerland,Team,SUI,Switzerland,3.0,6:02.61,TIME,,+6.26,,3
2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--USA01,United States of America,Team,USA,United States,1.0,5:49.03,TIME,,,,3
2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NZL01,New Zealand,Team,NZL,New Zealand,2.0,5:49.88,TIME,,+0.85,,4
2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--GBR01,Great Britain,Team,GBR,Great Britain,3.0,5:52.42,TIME,,+3.39,,2
2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ITA01,Italy,Team,ITA,Italy,4.0,5:55.07,TIME,,+6.04,,1
2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ROU01,Romania,Team,ROU,Romania,5.0,5:56.85,TIME,,+7.82,,6
2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--AUS01,Australia,Team,AUS,Australia,6.0,6:00.35,TIME,,+11.32,,5
2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ESP01,Spain,Team,ESP,Spain,1.0,6:32.28,TIME,,,SA/B,1
2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--NZL01,New Zealand,Team,NZL,New Zealand,2.0,6:32.44,TIME,,+0.16,SA/B,5
2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--IRL01,Ireland,Team,IRL,Ireland,3.0,6:32.69,TIME,,+0.41,SA/B,2
2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,4.0,6:32.71,TIME,,+0.43,R,3
2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,5.0,7:02.62,TIME,,+30.34,R,4
2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--CRO01,Croatia,Team,CRO,Croatia,1.0,6:35.28,TIME,,,SA/B,4
2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ROU01,Romania,Team,ROU,Romania,2.0,6:40.29,TIME,,+5.01,SA/B,2
2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--LTU01,Lithuania,Team,LTU,Lithuania,3.0,6:44.59,TIME,,+9.31,SA/B,1
2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,4.0,6:50.25,TIME,,+14.97,R,3
2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GBR01,Great Britain,Team,GBR,Great Britain,1.0,6:33.88,TIME,,,SA/B,2
2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--RSA01,South Africa,Team,RSA,South Africa,2.0,6:36.71,TIME,,+2.83,SA/B,4
2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GER01,Germany,Team,GER,Germany,3.0,6:38.86,TIME,,+4.98,SA/B,3
2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--AUS01,Australia,Team,AUS,Australia,4.0,6:49.79,TIME,,+15.91,R,1
2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,1.0,6:47.38,TIME,,,SA/B,3
2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,2.0,6:50.31,TIME,,+2.93,SA/B,4
2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,3.0,6:51.32,TIME,,+3.94,SA/B,1
2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--AUS01,Australia,Team,AUS,Australia,4.0,6:53.40,TIME,,+6.02,ELM,2
2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ROU01,Romania,Team,ROU,Romania,1.0,6:29.86,TIME,,,FA,2
2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GBR01,Great Britain,Team,GBR,Great Britain,2.0,6:31.56,TIME,,+1.70,FA,3
2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--IRL01,Ireland,Team,IRL,Ireland,3.0,6:32.22,TIME,,+2.36,FA,5
2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--NZL01,New Zealand,Team,NZL,New Zealand,4.0,6:32.77,TIME,,+2.91,FB,4
2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,5.0,6:45.86,TIME,,+16.00,FB,6
2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GER01,Germany,Team,GER,Germany,6.0,6:47.13,TIME,,+17.27,FB,1
2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--CRO01,Croatia,Team,CRO,Croatia,1.0,6:29.98,TIME,,,FA,3
2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,2.0,6:32.18,TIME,,+2.20,FA,6
2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ESP01,Spain,Team,ESP,Spain,3.0,6:36.30,TIME,,+6.32,FA,4
2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--RSA01,South Africa,Team,RSA,South Africa,4.0,6:40.35,TIME,,+10.37,FB,5
2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--LTU01,Lithuania,Team,LTU,Lithuania,5.0,6:43.60,TIME,,+13.62,FB,2
2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,6.0,6:46.11,TIME,,+16.13,FB,1
2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--NZL01,New Zealand,Team,NZL,New Zealand,1.0,6:24.55,TIME,,,,3
2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--LTU01,Lithuania,Team,LTU,Lithuania,2.0,6:25.94,TIME,,+1.39,,5
2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--RSA01,South Africa,Team,RSA,South Africa,3.0,6:27.11,TIME,,+2.56,,4
2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,4.0,6:28.57,TIME,,+4.02,,6
2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GER01,Germany,Team,GER,Germany,5.0,6:28.61,TIME,,+4.06,,1
2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,6.0,6:28.62,TIME,,+4.07,,2
2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--CRO01,Croatia,Team,CRO,Croatia,1.0,6:23.66,TIME,,,,3
2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GBR01,Great Britain,Team,GBR,Great Britain,2.0,6:24.11,TIME,,+0.45,,5
2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,3.0,6:24.76,TIME,,+1.10,,2
2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ROU01,Romania,Team,ROU,Romania,4.0,6:25.61,TIME,,+1.95,,4
2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ESP01,Spain,Team,ESP,Spain,5.0,6:29.60,TIME,,+5.94,,1
2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--IRL01,Ireland,Team,IRL,Ireland,6.0,6:30.49,TIME,,+6.83,,6
2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NED01,Netherlands,Team,NED,Netherlands,1.0,5:41.69,TIME,,,FA,5
2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GBR01,Great Britain,Team,GBR,Great Britain,2.0,5:44.82,TIME,,+3.13,FA,2
2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GER01,Germany,Team,GER,Germany,3.0,5:46.90,TIME,,+5.21,R,3
2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NOR01,Norway,Team,NOR,Norway,4.0,5:50.48,TIME,,+8.79,R,1
2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ROU01,Romania,Team,ROU,Romania,5.0,5:51.14,TIME,,+9.45,R,4
2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ITA01,Italy,Team,ITA,Italy,1.0,5:43.31,TIME,,,FA,2
2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--POL01,Poland,Team,POL,Poland,2.0,5:44.39,TIME,,+1.08,FA,4
2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--SUI01,Switzerland,Team,SUI,Switzerland,3.0,5:49.50,TIME,,+6.19,R,3
2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--EST01,Estonia,Team,EST,Estonia,4.0,5:52.04,TIME,,+8.73,R,1
2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GER01,Germany,Team,GER,Germany,1.0,5:52.39,TIME,,,FA,2
2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--SUI01,Switzerland,Team,SUI,Switzerland,2.0,5:52.55,TIME,,+0.16,FA,3
2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NOR01,Norway,Team,NOR,Norway,3.0,5:53.13,TIME,,+0.74,FB,4
2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--EST01,Estonia,Team,EST,Estonia,4.0,5:55.74,TIME,,+3.35,FB,1
2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ROU01,Romania,Team,ROU,Romania,5.0,5:56.32,TIME,,+3.93,FB,5
2024-07-31T12:09:18+02:00,ROWMSCULL4------------FNL-000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--EST01,Estonia,Team,EST,Estonia,1.0,5:50.55,TIME,,,,3
2024-07-31T12:09:18+02:00,ROWMSCULL4------------FNL-000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NOR01,Norway,Team,NOR,Norway,2.0,5:51.88,TIME,,+1.33,,2
2024-07-31T12:09:18+02:00,ROWMSCULL4------------FNL-000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ROU01,Romania,Team,ROU,Romania,3.0,5:54.77,TIME,,+4.22,,1
2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NED01,Netherlands,Team,NED,Netherlands,1.0,5:42.00,TIME,,,,4
2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ITA01,Italy,Team,ITA,Italy,2.0,5:44.40,TIME,,+2.40,,3
2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--POL01,Poland,Team,POL,Poland,3.0,5:44.59,TIME,,+2.59,,5
2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GBR01,Great Britain,Team,GBR,Great Britain,4.0,5:46.51,TIME,,+4.51,,2
2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GER01,Germany,Team,GER,Germany,5.0,5:50.62,TIME,,+8.62,,6
2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--SUI01,Switzerland,Team,SUI,Switzerland,6.0,5:58.04,TIME,,+16.04,,1
2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,1927015,MACKINTOSH Thomas,Person,NZL,New Zealand,1.0,6:55.92,TIME,,,Q,5
2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,1977103,NTOUSKOS Stefanos,Person,GRE,Greece,2.0,7:01.79,TIME,,+5.87,Q,1
2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,1972138,ELBANNA Abdelkhalek,Person,EGY,Egypt,3.0,7:05.06,TIME,,+9.14,Q,2
2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,1536721,PANWAR Balraj,Person,IND,India,4.0,7:07.11,TIME,,+11.19,R,3
2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,1967431,YAKOVLEV Vladislav,Person,KAZ,Kazakhstan,5.0,7:21.56,TIME,,+25.64,R,6
2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,1896966,MATIAS Andre,Person,ANG,Angola,6.0,7:52.78,TIME,,+56.86,R,4
2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,1551184,CHIRUTA Mihai,Person,ROU,Romania,1.0,6:51.51,TIME,,,Q,4
2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,1921489,MARTIN Damir,Person,CRO,Croatia,2.0,6:54.83,TIME,,+3.32,Q,5
2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,1941849,BIELIAUSKAS Giedrius,Person,LTU,Lithuania,3.0,7:00.96,TIME,,+9.45,Q,1
2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,1980902,ZVEGELJ Isak Ivan,Person,SLO,Slovenia,4.0,7:01.23,TIME,,+9.72,R,6
2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,1950662,Memo,Person,INA,Indonesia,5.0,7:19.33,TIME,,+27.82,R,2
2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,1895265,AHMED Abdalla,Person,SUD,Sudan,6.0,7:46.45,TIME,,+54.94,R,3
2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,M,Rowing,ROW,Nautical St - Flat water,1965599,van DORP Simon,Person,NED,Netherlands,1.0,6:49.93,TIME,,,Q,3
2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,M,Rowing,ROW,Nautical St - Flat water,1890956,ARAKAWA Ryuta,Person,JPN,Japan,2.0,6:51.59,TIME,,+1.66,Q,5
