date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,bib
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1933807,CAMPOS Daniela,Person,POR,Portugal,41.0,4:07:16,TIME,,+7:53,81
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1980884,BUJAK Eugenia,Person,SLO,Slovenia,42.0,4:07:16,TIME,,+7:53,59
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1915367,VANPACHTENBEKE Margot,Person,BEL,Belgium,43.0,4:07:16,TIME,,+7:53,6
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1966699,BARIL Olivia,Person,CAN,Canada,44.0,4:07:16,TIME,,+7:53,44
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1572944,SKALNIAK-SOJKA Agnieszka,Person,POL,Poland,45.0,4:07:16,TIME,,+7:53,17
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1895689,LABOUS Juliette,Person,FRA,France,46.0,4:07:16,TIME,,+7:53,20
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1973314,DRONOVA Tamara,Person,AIN,AIN,47.0,4:07:16,TIME,,+7:53,61
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1541412,SIERRA Arlenis,Person,CUB,Cuba,48.0,4:07:16,TIME,,+7:53,46
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1879056,BJERG Emma Norsgaard,Person,DEN,Denmark,49.0,4:07:16,TIME,,+7:53,39
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1911269,PATINO Paula,Person,COL,Colombia,50.0,4:07:16,TIME,,+7:53,52
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1545461,KUSKOVA Yanina,Person,UZB,Uzbekistan,51.0,4:07:16,TIME,,+7:53,54
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1566134,KIESENHOFER Anna,Person,AUT,Austria,52.0,4:07:16,TIME,,+7:53,1
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1915365,van de VELDE Julie,Person,BEL,Belgium,53.0,4:07:21,TIME,,+7:58,5
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1923040,BALSAMO Elisa,Person,ITA,Italy,54.0,4:07:39,TIME,,+8:16,11
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1923044,PERSICO Silvia,Person,ITA,Italy,55.0,4:07:39,TIME,,+8:16,14
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1945034,CADZOW Kim,Person,NZL,New Zealand,56.0,4:08:14,TIME,,+8:51,42
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1976562,HARTMANN Elena,Person,SUI,Switzerland,57.0,4:08:14,TIME,,+8:51,25
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1969159,van DIJK Ellen,Person,NED,Netherlands,58.0,4:08:14,TIME,,+8:51,7
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1981564,PINTAR Urska,Person,SLO,Slovenia,59.0,4:08:14,TIME,,+8:51,60
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1934524,SOTO CAMPOS Catalina,Person,CHI,Chile,60.0,4:09:49,TIME,,+10:26,57
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1549335,TSERAKH Hanna,Person,AIN,AIN,61.0,4:10:18,TIME,,+10:55,70
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1554897,CHRISTOFOROU Antri,Person,CYP,Cyprus,62.0,4:10:20,TIME,,+10:57,66
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1928247,BENITO PELLICER Mireia,Person,ESP,Spain,63.0,4:10:20,TIME,,+10:57,34
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1957126,LEE Sze Wing,Person,HKG,"Hong Kong, China",64.0,4:10:47,TIME,,+11:24,65
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1977921,ZANETTI Linda,Person,SUI,Switzerland,65.0,4:10:47,TIME,,+11:24,27
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1947912,ERIC Jelena,Person,SRB,Serbia,66.0,4:10:47,TIME,,+11:24,75
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1571929,BIRIUKOVA Yuliia,Person,UKR,Ukraine,67.0,4:10:47,TIME,,+11:24,69
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1553574,LOOSER Vera,Person,NAM,Namibia,68.0,4:10:47,TIME,,+11:24,82
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1947988,CARBONARI Anastasia,Person,LAT,Latvia,69.0,4:10:47,TIME,,+11:24,83
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1545200,ZABELINSKAYA Olga,Person,UZB,Uzbekistan,70.0,4:10:47,TIME,,+11:24,55
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1568824,JENCUSOVA Nora,Person,SVK,Slovakia,71.0,4:10:47,TIME,,+11:24,79
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1979019,IVANCHENKO Alena,Person,AIN,AIN,72.0,4:10:47,TIME,,+11:24,62
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1563310,NGUYEN Thi That,Person,VIE,Vietnam,73.0,4:10:47,TIME,,+11:24,80
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1953447,MAGALHAES Ana Vitoria,Person,BRA,Brazil,74.0,4:10:47,TIME,,+11:24,68
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1556072,HASHIMI Fariba,Person,AFG,Afghanistan,75.0,4:10:47,TIME,,+11:24,90
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1879167,KOERNER Rebecca,Person,DEN,Denmark,76.0,4:12:22,TIME,,+12:59,40
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1898282,GAFINOVITZ Rotem,Person,ISR,Israel,77.0,4:13:42,TIME,,+14:19,85
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1919737,SOMRAT Phetdarin,Person,THA,Thailand,78.0,4:13:42,TIME,,+14:19,67
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1943606,KEEP Tiffany,Person,RSA,South Africa,,,IRM,DNF,,47
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1897877,le COURT de BILLOT Kimberley,Person,MRI,Mauritius,,,IRM,DNF,,56
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1920618,TANG Xin,Person,CHN,China,,,IRM,DNF,,58
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1931278,SONG Minji,Person,KOR,Korea,,,IRM,DNF,,72
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1963343,HOUILI Nesrine,Person,ALG,Algeria,,,IRM,DNF,,74
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1535433,PRIETO Marcela,Person,MEX,Mexico,,,IRM,DNF,,76
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1535395,AL SAYEGH Safia,Person,UAE,UA Emirates,,,IRM,DNF,,84
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1560261,MENA SOLANO Milagro,Person,CRC,Costa Rica,,,IRM,DNF,,86
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1535925,MOHAMAD ZUBIR Nur Aisyah,Person,MAS,Malaysia,,,IRM,DNF,,87
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1561941,UKPESERAYE Ese,Person,NGR,Nigeria,,,IRM,DNF,,88
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1571966,BAMOGO Awa,Person,BUR,Burkina Faso,,,IRM,DNF,,89
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1560705,HASHIMI Yulduz,Person,AFG,Afghanistan,,,IRM,DNF,,91
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1980454,INGABIRE Diane,Person,RWA,Rwanda,,,IRM,DNF,,92
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1894543,GEBRU Eyeru,Person,EOR,EOR,,,IRM,DNF,,93
